Data,wb,wb_acc_1,wb_index_1,wb_acc_2,wb_index_2,wb_acc_3,wb_index_3,wb_acc_4,wb_index_4,wb_acc_5,wb_index_5,wb_acc_6,wb_index_6,wb_acc_7,wb_index_7,wb_acc_8,wb_index_8,wb_acc_9,wb_index_9,wb_acc_10,wb_index_10,wb_acc_11,wb_index_11,wb_acc_12,wb_index_12
1935-10-01,-86.92126013611323,-86.92126013611323,-0.44817221252894246,-222.5608710022272,-0.9040114227390657,-355.691019100561,-1.216346732436349,-467.96836591945066,-1.3836457369189845,-568.694588363895,-1.55008616720072,-634.7502512411176,-1.581756358155824,-591.0603608177851,-1.3159495030246338,-452.03602774667553,-0.8707296250548792,-388.7394756766763,-0.7109670624006165,-278.718481342233,-0.3341670103491763,-151.844156706123,0.29110153174902664,-117.9459511694578,0.5890688244805161
1935-11-01,23.80153671333281,23.80153671333281,0.5940492609532844,-63.119723422780396,0.13997534517794005,-198.75933428889442,-0.2901092480958975,-331.8894823872282,-0.6233185906313,-444.1668292061178,-0.9131133171801871,-544.8930516505623,-1.2061194754308078,-610.9487145277847,-1.3869768005593965,-567.2588241044523,-1.25682804522974,-428.2344910333427,-0.8506004791952521,-364.9379389633435,-0.6833079022445372,-254.91694462890015,-0.20009559286321954,-128.04261999279018,0.5395102717000466
1935-12-01,90.2521007855528,90.2521007855528,1.0355295501277513,114.05363749888564,0.8607591355641885,27.132377362772374,0.5131809326881134,-108.50723350334165,0.15241298151549063,-241.63738160167532,-0.1946252074215028,-353.9147284205651,-0.5380461350515283,-454.6409508650095,-0.8542052066248512,-520.696613742232,-1.0987759549629614,-477.0067233188995,-1.0245459065291602,-337.9823902477899,-0.5739405711993502,-274.68583817779074,-0.2943711850047915,-164.6648438433474,0.35879154323520207
1936-01-01,37.90766049110981,37.90766049110981,0.6950175629440933,128.15976127666264,0.9091837850851607,151.96129798999542,0.8532868103916672,65.04003785388215,0.5976848899975284,-70.59957301223179,0.26990748822495403,-203.72972111056558,-0.09516246181815569,-316.0070679294552,-0.4236363323232214,-416.73329037389965,-0.7556935433999689,-482.78895325112205,-1.04528080130067,-439.0990628277897,-0.985209432227564,-300.0747297566801,-0.4154792101034468,-236.77817768668092,-0.0015804026440487669
1936-02-01,278.4804409705544,278.4804409705544,1.9904167212065826,316.38810146166423,1.479372942734663,406.640202247217,1.4296720645527787,430.4417389605498,1.3298189121726465,343.5204788244366,1.1384792060929185,207.88086795832257,0.8995392229331389,74.75071985998889,0.636793466985057,-37.52662695890086,0.39763023761304106,-138.25284940334524,0.15050464476519296,-204.3085122805677,-0.0344246109672775,-160.61862185723527,0.24930903178793606,-21.594288786125674,1.0563960078328072
1936-03-01,2.9771099388869686,2.9771099388869686,0.4359500612951325,281.45755090944135,1.3824465690857095,319.3652114005512,1.2458700770780058,409.61731218610396,1.293079327786907,433.41884889943685,1.2973845305205827,346.4975887633235,1.1858915548823878,210.8579778972096,0.9658870528846193,77.7278297988758,0.7224025110951429,-34.549517020013866,0.4957236041414366,-135.27573946445833,0.24236784195647795,-201.33140234168067,0.055340507008231815,-157.6415119183483,0.39356720989616834
1936-04-01,51.63155603499956,51.63155603499956,0.7891253033369615,54.60866597388653,0.6448075056532476,333.0891069444409,1.2755949124318031,370.99676743555074,1.2236476675472678,461.24886822110363,1.3450159233524128,485.0504049344363,1.4545036786291967,398.1291447983232,1.392491574396161,262.4895339322091,1.222042387262261,129.3593858338754,1.0287753965875395,17.082039014985668,0.8489395968061341,-83.64418342945868,0.6157931265782801,-149.69984630668114,0.43282231037198277
1936-05-01,-75.00399888888886,-75.00399888888886,-0.302317889656121,-23.372442853889297,0.32478834038602455,-20.395332915002328,0.3688523639902467,258.08510805555204,1.0099395570719305,295.9927685466619,1.051083606084494,386.2448693322147,1.2646213612269865,410.04640604554754,1.4187173024931647,323.1251459094342,1.380841829014458,187.48553504332028,1.2142836657004255,54.355386944986506,0.996441423811347,-57.921959873903134,0.7381878228117514,-158.64818231834755,0.38858618697981373
1936-06-01,-100.82900008888888,-100.82900008888888,-0.6375596568137463,-175.83299897777772,-0.5198614963861213,-124.20144294277817,0.013504199682729158,-121.2243330038912,0.11583151258630756,157.25610796666325,0.7803803546121321,195.16376845777296,0.8722729073726982,285.41586924332586,1.1391209853842614,309.2174059566586,1.3446328797095557,222.2961458205454,1.3245302878132261,86.65653495443135,1.1239866163457015,-46.47361314390231,0.7926512308165542,-158.75095996279202,0.3880775764362503
1936-07-01,-112.72456878611179,-112.72456878611179,-0.8213970590837543,-213.55356887500068,-0.82123783707086,-288.5575677638895,-0.7475919091289055,-236.92601172888996,-0.25258409160287115,-233.948901790003,-0.17163862564179208,44.53153918055139,0.5346809408201862,82.43919967166127,0.655857281652887,172.691300457214,0.9822754601540306,196.49283717054684,1.242870674427234,109.57157703443356,1.2143126519698229,-26.068033831680367,0.8897094040998584,-159.1981819300141,0.3858642915135042
1936-08-01,-135.4034821333333,-135.4034821333333,-1.2621885026494604,-248.1280509194451,-1.1729787768958273,-348.957051008334,-1.1611040728289668,-423.9610498972229,-1.0902439397946493,-372.3294938622233,-0.6281603385582858,-369.35238392333633,-0.5870696912464121,-90.87194295278186,0.21076413915670308,-52.96428246167211,0.3533037284041939,37.287818323880714,0.7311947107591877,61.089355037213494,1.023052763479878,-25.831905098899682,0.8908324071367179,-161.47151596501368,0.374610120086496
1936-09-01,-144.57961103444683,-144.57961103444683,-1.49920931833961,-279.9830931677801,-1.6283245890577227,-392.70766195389194,-1.575942068341082,-493.5366620427808,-1.5920398715351496,-568.5406609316697,-1.5491232732469031,-516.9091048966702,-1.0985691424077006,-513.9319949577831,-1.049737789425884,-235.45155398722875,-0.18670824864490804,-197.54389349611893,-0.049786361372205254,-107.29179271056616,0.35422167063442084,-83.49025599723328,0.6165256701231279,-170.4115161333465,0.3302952450313841
1936-10-01,-53.57292327277898,-53.57292327277898,-0.06830671531058255,-198.1525343072258,-0.6904111155906288,-333.5560164405591,-1.0430685818218453,-446.2805852266709,-1.230837793496864,-547.1095853155598,-1.4205771042678668,-622.1135842044487,-1.5257571956583227,-570.4820281694491,-1.2435211820456238,-567.5049182305622,-1.2576709816113059,-289.02447726000776,-0.3631517113553738,-251.11681676889793,-0.22281112300265835,-160.86471598334506,0.24813683285125854,-137.06317927001226,0.4951372792791667
