Data,Q,Q_acc_1,Q_index_1,Q_acc_2,Q_index_2,Q_acc_3,Q_index_3,Q_acc_4,Q_index_4,Q_acc_5,Q_index_5,Q_acc_6,Q_index_6,Q_acc_7,Q_index_7,Q_acc_8,Q_index_8,Q_acc_9,Q_index_9,Q_acc_10,Q_index_10,Q_acc_11,Q_index_11,Q_acc_12,Q_index_12
1934-11-01,230.326,230.326,-0.3588341722135254,414.83722580645156,-0.7528746071528614,618.2873924731182,-0.8264621341599006,824.4378118279569,-0.8882690080054382,1037.91726344086,-0.9330860061463918,1251.3356967741934,-0.9976123533590624,1497.1141483870967,-0.9708810227082868,1755.6475483870968,-0.9256092980011037,2064.0959999999995,-0.7491139046856545,2349.874,-0.6490668595369086,2718.667838709677,-0.3518885841852,,
1934-12-01,258.5204516129032,258.5204516129032,0.04000478557383088,488.8464516129032,-0.172432768929562,673.3576774193548,-0.5130635114211083,876.8078440860215,-0.6488565294721681,1082.9582634408603,-0.7564125896386029,1296.4377150537634,-0.838714960598463,1509.8561483870965,-0.9295125354559285,1755.6345999999999,-0.9256485410985074,2014.1679999999997,-0.8903868451847761,2322.616451612903,-0.7209234580778344,2608.394451612903,-0.6194833235169367,2977.1882903225805,-0.33502243908415
1935-01-01,294.1991612903225,294.1991612903225,0.5050750975952135,552.7196129032257,0.2826996731643988,783.0456129032257,0.06303570687483007,967.5568387096772,-0.2559341482998862,1171.0070053763438,-0.4249123505386515,1377.1574247311828,-0.5634362034640499,1590.6368763440857,-0.6725973385187838,1804.0553096774192,-0.7802458121750728,2049.8337612903224,-0.789231891383272,2308.367161290322,-0.7587138128539627,2616.8156129032254,-0.598783107400292,2902.5936129032257,-0.5025560806791058
1935-02-01,349.1212857142858,349.1212857142858,1.1531442022389458,643.3204470046082,0.8719110709802007,901.8408986175114,0.6290831312379727,1132.1668986175114,0.39792014885088356,1316.678124423963,0.08851454510888827,1520.1282910906298,-0.1014152231761933,1726.2787104454683,-0.2603112253783372,1939.7581620583715,-0.3862858502831199,2153.176595391705,-0.5026736317214803,2398.9550470046083,-0.5210802264336425,2657.488447004608,-0.4994297352318778,2965.9368986175114,-0.3601105329575727
1935-03-01,317.6684193548387,317.6684193548387,0.7909605714778671,666.7897050691245,1.0155241305423437,960.988866359447,0.8926390954530373,1219.5093179723501,0.7194233167967803,1449.8353179723501,0.5256432118772162,1634.3465437788018,0.24719585162623162,1837.7967104454683,0.06265958214408127,2043.947129800307,-0.09620441303343866,2257.4265814132104,-0.22281697007013748,2470.8450147465437,-0.33675233467866383,2716.623466359447,-0.35678267236535915,2975.1568663594467,-0.3395473565419151
1935-04-01,326.3283333333333,326.3283333333333,0.892937031607273,643.996752688172,0.8760971121338282,993.1180384024578,1.0313595786975625,1287.3171996927804,0.9587050682416294,1545.8376513056837,0.8245605678879873,1776.1636513056833,0.6582011492169947,1960.6748771121352,0.4037398602567501,2164.1250437788017,0.22637306523922882,2370.27546313364,0.07053856393025942,2583.754914746544,-0.054366783288473386,2797.173348079877,-0.16578688977049758,3042.9517996927802,-0.18964006189548446
1935-05-01,276.4495483870967,276.4495483870967,0.2786958344965539,602.7778817204301,0.6155006505321682,920.4463010752688,0.71318110668564,1269.5675867895545,0.896885560658512,1563.7667480798768,0.8790199124130587,1822.2871996927802,0.7871791114413258,2052.61319969278,0.6497683561314378,2237.1244254992316,0.4165301779459595,2440.5745921658986,0.2486018491834149,2646.725011520737,0.09955253676945235,2860.2044631336403,-0.018880197129495943,3073.6228964669735,-0.12255405280906839
1935-06-01,296.6682666666667,296.6682666666667,0.5358438785093491,573.1178150537634,0.4206266094417877,899.4461483870966,0.6181758799154882,1217.1145677419354,0.710814522929267,1566.235853456221,0.8864875784620223,1860.4350147465436,0.8922386484770002,2118.9554663594467,0.8228121269636411,2349.2814663594468,0.7008332846036153,2533.792692165898,0.47953472620402204,2737.242858832565,0.3165912131386269,2943.393278187404,0.1717380891178052,3156.8727298003073,0.057310825899555336
1935-07-01,241.0709677419355,241.0709677419355,-0.20316421351682115,537.7392344086022,0.1792396992473999,814.1887827956988,0.21665583394861676,1140.517116129032,0.4293511273921539,1458.1855354838708,0.5521524413836458,1807.3068211981567,0.745527036298317,2101.5059824884793,0.7776481896100519,2360.0264341013826,0.7275952450922055,2590.352434101382,0.616917117310401,2774.863659907834,0.40539288988652566,2978.3138265745006,0.2506858439194704,3184.4642459293395,0.1162247502387882
1935-08-01,207.9981290322581,207.9981290322581,-0.6987313837202151,449.0690967741936,-0.4763803683904893,745.7373634408603,-0.12646052287683815,1022.1869118279569,-0.031228624078871788,1348.5152451612903,0.19560951005789712,1666.183664516129,0.34146226727252854,2015.3049502304148,0.5508281559987679,2309.5041115207373,0.6010519646150451,2568.0245631336406,0.5629228183807887,2798.35056313364,0.4604278220783471,2982.861788940092,0.26092239619188984,3186.3119556067586,0.12015784437813538
1935-09-01,174.1209666666667,174.1209666666667,-1.265557876892573,382.1190956989248,-1.0320508398477983,623.1900634408603,-0.7978111847608954,919.858330107527,-0.4592020690733843,1196.3078784946238,-0.3327795128180073,1522.636211827957,-0.09357617136705786,1840.3046311827957,0.06977038901001362,2189.4259168970816,0.2927554703463926,2483.6250781874037,0.35596723441150263,2742.145529800307,0.3282094260545221,2972.471529800307,0.23752073852207614,3156.982755606759,0.0575464352449756
1935-10-01,186.1761612903226,186.1761612903226,-1.0558307512124234,360.2971279569893,-1.22747645786279,568.2952569892474,-1.1278637935882916,809.3662247311829,-0.9590781288964494,1106.0344913978497,-0.6678210050906431,1382.4840397849464,-0.5456583363922887,1708.8123731182795,-0.31215024525384594,2026.480792473118,-0.1441319972652663,2375.602078187404,0.08415274367764067,2669.8012394777265,0.15534683878732125,2928.32169109063,0.13747188430125548,3158.6476910906295,0.06111106141665122
1935-11-01,206.8242333333333,206.8242333333333,-0.7172729073850199,393.0003946236559,-0.9374525620295282,567.1213612903226,-1.1351552051830138,775.1194903225806,-1.123385817028404,1016.1904580645162,-1.020176573602523,1312.858724731183,-0.781794122162557,1589.3082731182797,-0.6767506573003825,1915.636606451613,-0.45492685997903853,2233.305025806452,-0.2867875611121027,2582.4263115207373,-0.057641143770366145,2876.62547281106,0.019036778251460305,3135.1459244239627,0.010677325933617303
1935-12-01,281.8841935483871,281.8841935483871,0.34900716342306454,488.70842688172036,-0.17345815116603835,674.884588172043,-0.5046256412020528,849.0055548387096,-0.7747090623572445,1057.0036838709677,-0.8575963943386897,1298.0746516129034,-0.8330189384727166,1594.74291827957,-0.6597763046337983,1871.1924666666666,-0.5829352736146935,2197.5208000000002,-0.3825460414950974,2515.1892193548383,-0.224839131429553,2864.3105050691247,-0.009385541355177595,3158.509666359447,0.06081559814504172
1936-01-01,279.1681935483871,279.1681935483871,0.31398210841726215,561.0523870967742,0.3394446258922284,767.8766204301076,-0.013266796389567716,954.0527817204301,-0.3127848773334455,1128.1737483870968,-0.5839940114894914,1336.171877419355,-0.7018046290182535,1577.2428451612905,-0.714575856085031,1873.911111827957,-0.5750466281139993,2150.360660215054,-0.5103578359239221,2476.688993548387,-0.32192710324543433,2794.357412903226,-0.17240137881160403,3143.4786986175113,0.028587841136605736
1936-02-01,384.5441379310345,384.5441379310345,1.536445735661239,663.7123314794217,0.996883458473025,945.5965250278088,0.8251028185462521,1152.420758361142,0.4738951980148035,1338.5969196514645,0.16242809334300295,1512.7178863181311,-0.12462871048080561,1720.7160153503894,-0.27678264411952885,1961.786983092325,-0.32409873607406947,2258.4552497589916,-0.22009912741725154,2534.904798146088,-0.1755060769086621,2861.2331314794214,-0.01650069004579317,3178.90155083426,0.10437463322272977
1936-03-01,401.9957741935484,401.9957741935484,1.7169166405245324,786.539912124583,1.7012302515098128,1065.70810567297,1.3343196649029108,1347.592299221357,1.164560821200197,1554.4165325546903,0.8506702951164808,1740.592693845013,0.5572141677644139,1914.7136605116798,0.2778725015274638,2122.711789543938,0.11659313658032612,2363.7827572858732,0.053916391028914844,2660.45102395254,0.13277850145973868,2936.9005723396367,0.15699086959199346,3263.22890567297,0.28255622726541957
