,Date,Consistence_2_1344000,Data2_1344000
0,1973-12-01,2,36.6
1,1973-12-02,2,0.0
2,1973-12-03,2,13.4
3,1973-12-04,2,4.4
4,1973-12-05,2,0.0
5,1973-12-06,2,0.0
6,1973-12-07,2,0.0
7,1973-12-08,2,0.0
8,1973-12-09,2,0.0
9,1973-12-10,2,24.2
10,1973-12-11,2,0.0
11,1973-12-12,2,0.0
12,1973-12-13,2,0.0
13,1973-12-14,2,0.0
14,1973-12-15,2,0.0
15,1973-12-16,2,3.8
16,1973-12-17,2,1.1
17,1973-12-18,2,7.2
18,1973-12-19,2,0.0
19,1973-12-20,2,0.0
20,1973-12-21,2,0.0
21,1973-12-22,2,0.0
22,1973-12-23,2,0.0
23,1973-12-24,2,0.0
24,1973-12-25,2,0.0
25,1973-12-26,2,0.0
26,1973-12-27,2,41.8
27,1973-12-28,2,10.2
28,1973-12-29,2,0.0
29,1973-12-30,2,0.0
30,1973-12-31,2,0.0
31,1973-12-01,1,36.6
32,1973-12-02,1,0.0
33,1973-12-03,1,13.4
34,1973-12-04,1,4.4
35,1973-12-05,1,0.0
36,1973-12-06,1,0.0
37,1973-12-07,1,0.0
38,1973-12-08,1,0.0
39,1973-12-09,1,0.0
40,1973-12-10,1,24.2
41,1973-12-11,1,0.0
42,1973-12-12,1,0.0
43,1973-12-13,1,0.0
44,1973-12-14,1,0.0
45,1973-12-15,1,0.0
46,1973-12-16,1,3.8
47,1973-12-17,1,1.1
48,1973-12-18,1,7.2
49,1973-12-19,1,0.0
50,1973-12-20,1,0.0
51,1973-12-21,1,0.0
52,1973-12-22,1,0.0
53,1973-12-23,1,0.0
54,1973-12-24,1,0.0
55,1973-12-25,1,0.0
56,1973-12-26,1,0.0
57,1973-12-27,1,41.8
58,1973-12-28,1,10.2
59,1973-12-29,1,0.0
60,1973-12-30,1,0.0
61,1973-12-31,1,0.0
62,1973-11-01,1,0.0
63,1973-11-02,1,0.0
64,1973-11-03,1,0.0
65,1973-11-04,1,0.0
66,1973-11-05,1,2.4
67,1973-11-06,1,0.0
68,1973-11-07,1,27.2
69,1973-11-08,1,0.0
70,1973-11-09,1,0.0
71,1973-11-10,1,0.0
72,1973-11-11,1,0.0
73,1973-11-12,1,0.0
74,1973-11-13,1,0.0
75,1973-11-14,1,0.0
76,1973-11-15,1,0.0
77,1973-11-16,1,0.0
78,1973-11-17,1,0.0
79,1973-11-18,1,0.0
80,1973-11-19,1,0.0
81,1973-11-20,1,8.4
82,1973-11-21,1,45.2
83,1973-11-22,1,0.0
84,1973-11-23,1,0.0
85,1973-11-24,1,3.4
86,1973-11-25,1,0.0
87,1973-11-26,1,0.0
88,1973-11-27,1,2.8
89,1973-11-28,1,1.3
