,Date,Consistence_2_1344022,Data2_1344022
0,2009-11-01,1,10.8
1,2009-11-02,1,28.2
2,2009-11-03,1,0.0
3,2009-11-04,1,0.0
4,2009-11-05,1,2.5
5,2009-11-06,1,0.0
6,2009-11-07,1,0.0
7,2009-11-08,1,0.0
8,2009-11-09,1,0.0
9,2009-11-10,1,2.4
10,2009-11-11,1,8.8
11,2009-11-12,1,0.0
12,2009-11-13,1,0.0
13,2009-11-14,1,0.0
14,2009-11-15,1,0.0
15,2009-11-16,1,0.0
16,2009-11-17,1,0.0
17,2009-11-18,1,0.0
18,2009-11-19,1,0.0
19,2009-11-20,1,0.0
20,2009-11-21,1,0.0
21,2009-11-22,1,0.0
22,2009-11-23,1,0.0
23,2009-11-24,1,0.0
24,2009-11-25,1,0.0
25,2009-11-26,1,0.0
26,2009-11-27,1,1.7
27,2009-11-28,1,0.0
28,2009-11-29,1,0.0
29,2009-11-30,1,0.0
