,Date,Consistence_2_1044005,Data2_1044005
0,1968-09-01,1,0.0
1,1968-09-02,1,0.0
2,1968-09-03,1,0.0
3,1968-09-04,1,0.0
4,1968-09-05,1,0.0
5,1968-09-06,1,0.0
6,1968-09-07,1,0.0
7,1968-09-08,1,0.0
8,1968-09-09,1,0.0
9,1968-09-10,1,0.0
10,1968-09-11,1,0.0
11,1968-09-12,1,0.0
12,1968-09-13,1,0.0
13,1968-09-14,1,0.0
14,1968-09-15,1,0.0
15,1968-09-16,1,0.0
16,1968-09-17,1,0.0
17,1968-09-18,1,0.0
18,1968-09-19,1,0.0
19,1968-09-20,1,0.0
20,1968-09-21,1,0.0
21,1968-09-22,1,0.0
22,1968-09-23,1,0.0
23,1968-09-24,1,0.0
24,1968-09-25,1,0.0
25,1968-09-26,1,0.0
26,1968-09-27,1,0.0
27,1968-09-28,1,0.0
28,1968-09-29,1,0.0
29,1968-09-30,1,0.0
30,1968-08-01,1,0.0
31,1968-08-02,1,0.0
32,1968-08-03,1,0.0
33,1968-08-04,1,0.0
34,1968-08-05,1,0.0
35,1968-08-06,1,0.0
36,1968-08-07,1,0.0
37,1968-08-08,1,0.0
38,1968-08-09,1,0.0
39,1968-08-10,1,0.0
40,1968-08-11,1,0.0
41,1968-08-12,1,0.0
42,1968-08-13,1,0.0
43,1968-08-14,1,0.0
44,1968-08-15,1,0.0
45,1968-08-16,1,0.0
46,1968-08-17,1,0.0
47,1968-08-18,1,0.0
48,1968-08-19,1,0.0
49,1968-08-20,1,0.0
50,1968-08-21,1,0.0
51,1968-08-22,1,0.0
52,1968-08-23,1,0.0
53,1968-08-24,1,0.0
54,1968-08-25,1,0.0
55,1968-08-26,1,0.0
56,1968-08-27,1,0.0
57,1968-08-28,1,0.0
58,1968-08-29,1,0.0
59,1968-08-30,1,0.0
60,1968-08-31,1,0.0
61,1968-07-01,1,0.0
62,1968-07-02,1,0.0
63,1968-07-03,1,0.0
64,1968-07-04,1,0.0
65,1968-07-05,1,0.0
66,1968-07-06,1,0.0
67,1968-07-07,1,0.0
68,1968-07-08,1,0.0
69,1968-07-09,1,0.0
70,1968-07-10,1,0.0
71,1968-07-11,1,0.0
72,1968-07-12,1,0.0
73,1968-07-13,1,0.0
74,1968-07-14,1,0.0
75,1968-07-15,1,0.0
76,1968-07-16,1,0.0
77,1968-07-17,1,0.0
78,1968-07-18,1,0.0
79,1968-07-19,1,0.0
80,1968-07-20,1,0.0
81,1968-07-21,1,0.0
82,1968-07-22,1,0.0
83,1968-07-23,1,0.0
84,1968-07-24,1,0.0
85,1968-07-25,1,0.0
86,1968-07-26,1,0.0
87,1968-07-27,1,0.0
88,1968-07-28,1,0.0
89,1968-07-29,1,0.0
90,1968-07-30,1,0.0
91,1968-07-31,1,0.0
92,1968-06-01,1,0.0
93,1968-06-02,1,0.0
94,1968-06-03,1,0.0
95,1968-06-04,1,0.0
96,1968-06-05,1,0.0
97,1968-06-06,1,0.0
98,1968-06-07,1,0.0
99,1968-06-08,1,0.0
100,1968-06-09,1,0.0
101,1968-06-10,1,0.0
102,1968-06-11,1,0.0
103,1968-06-12,1,0.0
104,1968-06-13,1,0.0
105,1968-06-14,1,0.0
106,1968-06-15,1,0.0
107,1968-06-16,1,0.0
108,1968-06-17,1,0.0
109,1968-06-18,1,0.0
110,1968-06-19,1,0.0
111,1968-06-20,1,0.0
112,1968-06-21,1,0.0
113,1968-06-22,1,0.0
114,1968-06-23,1,0.0
115,1968-06-24,1,0.0
116,1968-06-25,1,0.0
117,1968-06-26,1,0.0
118,1968-06-27,1,0.0
119,1968-06-28,1,0.0
120,1968-06-29,1,0.0
121,1968-06-30,1,0.0
122,1968-05-01,1,0.0
123,1968-05-02,1,0.0
124,1968-05-03,1,0.0
125,1968-05-04,1,0.0
126,1968-05-05,1,0.0
127,1968-05-06,1,0.0
128,1968-05-07,1,0.0
