,Date,Consistence_2_1145025,Data2_1145025
0,2013-02-01,1,0.0
1,2013-02-02,1,0.0
2,2013-02-03,1,0.0
3,2013-02-04,1,0.0
4,2013-02-05,1,0.0
5,2013-02-06,1,0.0
6,2013-02-07,1,0.0
7,2013-02-08,1,0.0
8,2013-02-09,1,0.0
9,2013-02-10,1,0.0
10,2013-02-11,1,3.0
11,2013-02-12,1,
12,2013-02-13,1,
13,2013-02-14,1,
14,2013-02-15,1,
15,2013-02-16,1,
16,2013-02-17,1,
17,2013-02-18,1,
18,2013-02-19,1,
19,2013-02-20,1,
20,2013-02-21,1,
21,2013-02-22,1,
22,2013-02-23,1,
23,2013-02-24,1,
24,2013-02-25,1,
25,2013-02-26,1,
26,2013-02-27,1,
27,2013-02-28,1,
28,2013-01-01,1,
29,2013-01-02,1,
30,2013-01-03,1,
31,2013-01-04,1,
32,2013-01-05,1,
33,2013-01-06,1,
34,2013-01-07,1,
35,2013-01-08,1,
36,2013-01-09,1,0.5
37,2013-01-10,1,0.0
38,2013-01-11,1,0.0
39,2013-01-12,1,0.0
40,2013-01-13,1,3.75
41,2013-01-14,1,8.0
42,2013-01-15,1,0.0
43,2013-01-16,1,0.25
44,2013-01-17,1,0.0
45,2013-01-18,1,0.0
46,2013-01-19,1,0.0
47,2013-01-20,1,0.0
48,2013-01-21,1,0.0
49,2013-01-22,1,0.0
50,2013-01-23,1,0.0
51,2013-01-24,1,0.0
52,2013-01-25,1,0.0
53,2013-01-26,1,0.0
54,2013-01-27,1,0.0
55,2013-01-28,1,6.25
56,2013-01-29,1,1.0
57,2013-01-30,1,0.0
58,2013-01-31,1,1.0
59,2012-12-01,1,
60,2012-12-02,1,
61,2012-12-03,1,
62,2012-12-04,1,
63,2012-12-05,1,
64,2012-12-06,1,0.0
65,2012-12-07,1,
66,2012-12-08,1,
67,2012-12-09,1,
68,2012-12-10,1,
69,2012-12-11,1,
70,2012-12-12,1,
71,2012-12-13,1,
72,2012-12-14,1,
73,2012-12-15,1,
74,2012-12-16,1,
75,2012-12-17,1,
76,2012-12-18,1,
77,2012-12-19,1,0.0
78,2012-12-20,1,
79,2012-12-21,1,
80,2012-12-22,1,
81,2012-12-23,1,
82,2012-12-24,1,
83,2012-12-25,1,
84,2012-12-26,1,
85,2012-12-27,1,
86,2012-12-28,1,
87,2012-12-29,1,
88,2012-12-30,1,
89,2012-12-31,1,
90,2012-07-01,1,
91,2012-07-02,1,
92,2012-07-03,1,
93,2012-07-04,1,
94,2012-07-05,1,0.0
95,2012-07-06,1,
96,2012-07-07,1,
97,2012-07-08,1,
98,2012-07-09,1,
99,2012-07-10,1,
100,2012-07-11,1,
101,2012-07-12,1,
102,2012-07-13,1,
103,2012-07-14,1,
104,2012-07-15,1,
105,2012-07-16,1,
106,2012-07-17,1,
107,2012-07-18,1,
108,2012-07-19,1,
109,2012-07-20,1,
110,2012-07-21,1,
111,2012-07-22,1,
112,2012-07-23,1,
113,2012-07-24,1,
114,2012-07-25,1,
115,2012-07-26,1,
116,2012-07-27,1,
117,2012-07-28,1,
118,2012-07-29,1,
119,2012-07-30,1,
120,2012-07-31,1,
121,2012-05-01,1,0.0
122,2012-05-02,1,0.0
123,2012-05-03,1,0.0
124,2012-05-04,1,0.0
125,2012-05-05,1,0.0
126,2012-05-06,1,0.0
127,2012-05-07,1,0.0
128,2012-05-08,1,0.0
129,2012-05-09,1,0.0
130,2012-05-10,1,0.0
131,2012-05-11,1,0.0
132,2012-05-12,1,0.0
133,2012-05-13,1,0.0
134,2012-05-14,1,
135,2012-05-15,1,
136,2012-05-16,1,
137,2012-05-17,1,
138,2012-05-18,1,
139,2012-05-19,1,
140,2012-05-20,1,
141,2012-05-21,1,
142,2012-05-22,1,
143,2012-05-23,1,
144,2012-05-24,1,
145,2012-05-25,1,
146,2012-05-26,1,
147,2012-05-27,1,
148,2012-05-28,1,
149,2012-05-29,1,
150,2012-05-30,1,
151,2012-05-31,1,
152,2012-04-01,1,
153,2012-04-02,1,0.0
154,2012-04-03,1,0.0
155,2012-04-04,1,0.0
156,2012-04-05,1,0.0
157,2012-04-06,1,0.0
158,2012-04-07,1,0.0
159,2012-04-08,1,0.0
160,2012-04-09,1,9.25
161,2012-04-10,1,2.5
162,2012-04-11,1,0.0
163,2012-04-12,1,0.0
164,2012-04-13,1,0.0
165,2012-04-14,1,0.0
166,2012-04-15,1,0.0
167,2012-04-16,1,2.0
168,2012-04-17,1,1.5
169,2012-04-18,1,0.25
170,2012-04-19,1,0.0
171,2012-04-20,1,0.0
