,Date,Consistence_3_45600000,Data3_45600000
0,2019-12-01,2,23.1827
1,2019-12-02,2,22.2545
2,2019-12-03,2,21.7971
3,2019-12-04,2,22.7164
4,2019-12-05,2,21.3443
5,2019-12-06,2,21.3443
6,2019-12-07,2,21.3443
7,2019-12-08,2,26.0748
8,2019-12-09,2,23.6535
9,2019-12-10,2,23.1827
10,2019-12-11,2,22.7164
11,2019-12-12,2,21.3443
12,2019-12-13,2,20.0128
13,2019-12-14,2,19.1477
14,2019-12-15,2,18.722
15,2019-12-16,2,18.3008
16,2019-12-17,2,17.8841
17,2019-12-18,2,17.472
18,2019-12-19,2,17.472
19,2019-12-20,2,17.0644
20,2019-12-21,2,17.0644
21,2019-12-22,2,17.0644
22,2019-12-23,2,17.0644
23,2019-12-24,2,16.6614
24,2019-12-25,2,16.6614
25,2019-12-26,2,16.6614
26,2019-12-27,2,16.6614
27,2019-12-28,2,16.6614
28,2019-12-29,2,17.0644
29,2019-12-30,2,16.6614
30,2019-12-31,2,17.8841
31,2019-11-01,2,21.3443
32,2019-11-02,2,19.1477
33,2019-11-03,2,18.3008
34,2019-11-04,2,17.8841
35,2019-11-05,2,17.8841
36,2019-11-06,2,17.8841
37,2019-11-07,2,17.472
38,2019-11-08,2,17.8841
39,2019-11-09,2,17.8841
40,2019-11-10,2,17.472
41,2019-11-11,2,17.0644
42,2019-11-12,2,16.6614
43,2019-11-13,2,16.263
44,2019-11-14,2,16.263
45,2019-11-15,2,15.8691
46,2019-11-16,2,16.263
47,2019-11-17,2,17.472
48,2019-11-18,2,17.472
49,2019-11-19,2,18.3008
50,2019-11-20,2,19.1477
51,2019-11-21,2,19.1477
52,2019-11-22,2,18.722
53,2019-11-23,2,18.722
54,2019-11-24,2,18.3008
55,2019-11-25,2,18.3008
56,2019-11-26,2,17.472
57,2019-11-27,2,17.472
58,2019-11-28,2,19.1477
59,2019-11-29,2,21.3443
60,2019-11-30,2,23.1827
61,2019-10-01,2,17.472
62,2019-10-02,2,19.1477
63,2019-10-03,2,19.578
64,2019-10-04,2,19.1477
65,2019-10-05,2,18.3008
66,2019-10-06,2,17.472
67,2019-10-07,2,17.0644
68,2019-10-08,2,17.0644
69,2019-10-09,2,17.0644
70,2019-10-10,2,16.6614
71,2019-10-11,2,16.6614
72,2019-10-12,2,16.263
73,2019-10-13,2,16.263
74,2019-10-14,2,16.263
75,2019-10-15,2,16.263
76,2019-10-16,2,15.8691
77,2019-10-17,2,15.8691
78,2019-10-18,2,15.8691
79,2019-10-19,2,15.8691
80,2019-10-20,2,15.8691
81,2019-10-21,2,15.8691
82,2019-10-22,2,16.263
83,2019-10-23,2,17.472
84,2019-10-24,2,20.4521
85,2019-10-25,2,22.7164
86,2019-10-26,2,26.0748
87,2019-10-27,2,25.0929
88,2019-10-28,2,26.0748
89,2019-10-29,2,28.0921
90,2019-10-30,2,28.6075
91,2019-10-31,2,26.5724
92,2019-09-01,2,15.8691
93,2019-09-02,2,15.8691
94,2019-09-03,2,15.8691
95,2019-09-04,2,15.8691
96,2019-09-05,2,15.4799
97,2019-09-06,2,15.4799
98,2019-09-07,2,15.4799
99,2019-09-08,2,15.4799
100,2019-09-09,2,15.4799
101,2019-09-10,2,15.4799
