,Date,Consistence_3_46530000,Data3_46530000
0,2023-01-01,1,24.0602
1,2023-01-02,1,24.2096
2,2023-01-03,1,24.509
3,2023-01-04,1,24.509
4,2023-01-05,1,24.8093
5,2023-01-06,1,24.8845
6,2023-01-07,1,25.2613
7,2023-01-08,1,25.4881
8,2023-01-09,1,26.0949
9,2023-01-10,1,25.9429
10,2023-01-11,1,25.7911
11,2023-01-12,1,25.867
12,2023-01-13,1,26.4759
13,2023-01-14,1,27.088
14,2023-01-15,1,26.8581
15,2023-01-16,1,26.4759
16,2023-01-17,1,26.2471
17,2023-01-18,1,26.0949
18,2023-01-19,1,25.9429
19,2023-01-20,1,25.3369
20,2023-01-21,1,25.1859
21,2023-01-22,1,24.9598
22,2023-01-23,1,24.3592
23,2023-01-24,1,23.911
24,2023-01-25,1,23.8365
25,2023-01-26,1,23.762
26,2023-01-27,1,23.4647
27,2023-01-28,1,23.3164
28,2023-01-29,1,23.0943
29,2023-01-30,1,22.8727
30,2023-01-31,1,22.578
31,2022-12-01,1,27.8577
32,2022-12-02,1,28.0896
33,2022-12-03,1,28.3219
34,2022-12-04,1,28.0896
35,2022-12-05,1,28.0122
36,2022-12-06,1,27.7034
37,2022-12-07,1,27.3184
38,2022-12-08,1,27.2415
39,2022-12-09,1,27.0113
40,2022-12-10,1,26.8581
41,2022-12-11,1,26.705
42,2022-12-12,1,26.3233
43,2022-12-13,1,26.3996
44,2022-12-14,1,26.0189
45,2022-12-15,1,25.6395
46,2022-12-16,1,25.4124
47,2022-12-17,1,25.3369
48,2022-12-18,1,25.1859
49,2022-12-19,1,25.0351
50,2022-12-20,1,24.7342
51,2022-12-21,1,24.3592
52,2022-12-22,1,24.509
53,2022-12-23,1,24.9598
54,2022-12-24,1,25.4124
55,2022-12-25,1,26.0949
56,2022-12-26,1,25.7152
57,2022-12-27,1,25.4881
58,2022-12-28,1,25.1859
59,2022-12-29,1,24.6591
60,2022-12-30,1,24.2096
61,2022-12-31,1,23.9855
62,2022-11-01,1,15.5753
63,2022-11-02,1,15.5753
64,2022-11-03,1,15.7074
65,2022-11-04,1,16.0386
66,2022-11-05,1,16.5049
67,2022-11-06,1,16.7057
68,2022-11-07,1,16.7728
69,2022-11-08,1,16.7057
70,2022-11-09,1,16.9071
71,2022-11-10,1,17.1765
72,2022-11-11,1,17.244
73,2022-11-12,1,17.3791
74,2022-11-13,1,17.5823
75,2022-11-14,1,18.2636
76,2022-11-15,1,20.0622
77,2022-11-16,1,21.0439
78,2022-11-17,1,21.5563
79,2022-11-18,1,21.9319
80,2022-11-19,1,22.0734
81,2022-11-20,1,22.31
82,2022-11-21,1,22.7252
83,2022-11-22,1,23.0943
84,2022-11-23,1,23.5389
85,2022-11-24,1,24.0602
86,2022-11-25,1,24.4341
87,2022-11-26,1,24.6591
88,2022-11-27,1,25.3369
89,2022-11-28,1,26.705
90,2022-11-29,1,27.0113
91,2022-11-30,1,27.7034
92,2022-10-01,1,
93,2022-10-02,1,
94,2022-10-03,1,
95,2022-10-04,1,
96,2022-10-05,1,
97,2022-10-06,1,
98,2022-10-07,1,
99,2022-10-08,1,
100,2022-10-09,1,
101,2022-10-10,1,
102,2022-10-11,1,
103,2022-10-12,1,
104,2022-10-13,1,
105,2022-10-14,1,
106,2022-10-15,1,
107,2022-10-16,1,
108,2022-10-17,1,9.2722
109,2022-10-18,1,9.7431
110,2022-10-19,1,10.1594
111,2022-10-20,1,10.3991
112,2022-10-21,1,10.2791
113,2022-10-22,1,10.64
114,2022-10-23,1,11.0648
115,2022-10-24,1,11.6781
116,2022-10-25,1,12.3615
117,2022-10-26,1,12.9904
118,2022-10-27,1,13.6904
119,2022-10-28,1,14.2047
120,2022-10-29,1,14.5284
121,2022-10-30,1,14.9844
122,2022-10-31,1,15.4435
123,2022-09-01,1,10.2192
124,2022-09-02,1,10.339
125,2022-09-03,1,10.0997
126,2022-09-04,1,9.9805
127,2022-09-05,1,9.921
128,2022-09-06,1,9.921
129,2022-09-07,1,9.7431
130,2022-09-08,1,9.8616
131,2022-09-09,1,9.7431
132,2022-09-10,1,9.6248
133,2022-09-11,1,9.6248
134,2022-09-12,1,9.507
135,2022-09-13,1,9.3894
136,2022-09-14,1,9.4482
137,2022-09-15,1,9.3894
138,2022-09-16,1,9.2722
