,0,1,2,3,4,5,6,7,8,mean
lon,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-45.5
lat,-10.5,-10.5,-10.5,-11.5,-11.5,-11.5,-12.5,-12.5,-12.5,-11.5
3/1/1974 0:00,297.08,298.68,390.65,320.74,270.95,296.33,350.77,333.83,306.02,318.3388889
4/1/1974 0:00,194.17,189.28,163.51,179.04,160.52,127.69,198.69,163.74,111.83,165.3855556
5/1/1974 0:00,80.71,34.81,55.01,53.85,55.86,37.05,75.45,69.73,35.92,55.37666667
6/1/1974 0:00,10.34,14.26,5.77,11.44,3.93,13.27,4.7,1.94,3.48,7.681111111
7/1/1974 0:00,0.02,0.14,0.08,0.08,0.63,0.19,0,0.07,0.07,0.142222222
8/1/1974 0:00,3.95,0.33,2.08,1.92,0.87,1.35,1.57,4.49,2.97,2.17
9/1/1974 0:00,7.5,5.72,8.42,0.03,9.2,15.49,1.97,14.03,10.05,8.045555556
10/1/1974 0:00,128.79,112.77,103.45,137.79,100.51,88.79,183.56,176.74,125.07,128.6077778
11/1/1974 0:00,193.59,164.18,142.09,195.4,188.28,189.69,200.27,102.61,126.63,166.9711111
12/1/1974 0:00,217.25,142.15,117.02,273.81,158.14,78.28,260.98,156.53,84.73,165.4322222
1/1/1975 0:00,235.52,187.98,102.64,246.74,222.38,148.67,276.95,168.79,154.06,193.7477778
2/1/1975 0:00,188.03,118.41,112.97,186.7,131.85,125.16,184.42,147.32,162.36,150.8022222
3/1/1975 0:00,231.75,117.26,161.54,184.08,162.35,162.98,188.93,149.05,156.34,168.2533333
4/1/1975 0:00,139.31,104.37,103.84,111.24,82.24,136.68,100.86,108.22,122.14,112.1
5/1/1975 0:00,6.44,2.85,2.61,0.43,2.04,5.13,1.4,2.45,0.97,2.702222222
6/1/1975 0:00,0.03,0.01,0.1,0,0.34,4.01,0,0.14,3.58,0.912222222
7/1/1975 0:00,5.68,2.79,13.41,6.53,4.87,7.03,6.04,2.09,1.4,5.537777778
8/1/1975 0:00,0.1,0.03,0.08,0.1,0.73,0.05,0.19,0.76,0.66,0.3
9/1/1975 0:00,10.58,0.9,0.86,0.01,2.99,0.63,8.41,4.25,1.35,3.331111111
10/1/1975 0:00,177.18,160.37,134.86,208.52,150.51,143.41,179.84,141.15,184.38,164.4688889
11/1/1975 0:00,139.86,126.96,116.52,128.44,127.03,108.94,140.89,119.93,107.19,123.9733333
12/1/1975 0:00,170.14,120.97,121.23,164.07,128.91,108.13,154.21,144.3,95.71,134.1855556
1/1/1976 0:00,180.99,143.99,107.15,85.58,130.78,90.23,127.26,63.17,54.83,109.3311111
2/1/1976 0:00,226.16,166.45,209.36,179.73,195.17,196.91,300.53,240.34,178.04,210.2988889
3/1/1976 0:00,129.09,91.61,60.19,81.87,109.62,82.23,95.83,94.09,89.01,92.61555556
4/1/1976 0:00,89.75,38.87,55.03,147.84,33.33,45.59,143.1,56.94,52.64,73.67666667
5/1/1976 0:00,50.22,24.42,10.95,83.16,27.56,16.32,71.56,27.1,26.46,37.52777778
6/1/1976 0:00,0,0.01,0,0.01,0.37,1.02,0.21,0.45,1.03,0.344444444
7/1/1976 0:00,0.08,0.12,0.05,0.06,0.76,0.06,0,0.51,0.08,0.191111111
8/1/1976 0:00,2.37,0.04,0.08,0.1,0.85,0.09,0.18,0.5,0.01,0.468888889
9/1/1976 0:00,76.23,55.75,48.9,95.87,71.67,42.27,112.89,62,46.08,67.96222222
10/1/1976 0:00,187.96,173.33,126.53,199.23,203.24,156.36,175.89,143.12,158.32,169.3311111
11/1/1976 0:00,245.32,234.9,200.6,250.19,239.3,193.12,298.51,183.94,188.34,226.0244444
12/1/1976 0:00,162.03,82.61,87.38,155.39,126.02,86.37,199.99,124.17,96.08,124.4488889
1/1/1977 0:00,321.1,278.52,305.01,291.21,292.14,244.47,259.36,229.75,192.97,268.2811111
2/1/1977 0:00,130.4,85.83,53.51,143.6,54.63,58.32,123.64,49.51,24.96,80.48888889
3/1/1977 0:00,140.27,94.41,75.11,129.12,96.26,78.5,98.51,46.73,33.94,88.09444444
4/1/1977 0:00,140.38,115.08,136.08,161.87,93.7,97.49,126.53,63.57,88.81,113.7233333
5/1/1977 0:00,42.89,4.43,22.31,34.31,14.55,16.4,34.46,24.2,23.7,24.13888889
6/1/1977 0:00,5.6,2.23,0.53,23.93,7.59,2.62,32.21,8.69,3.21,9.623333333
7/1/1977 0:00,0.06,0.14,0.04,0,0.06,0.74,0,0.11,0.04,0.132222222
8/1/1977 0:00,6.05,0.03,0.76,0.35,0.74,0.73,0.18,0.5,0,1.037777778
9/1/1977 0:00,73.32,62.57,76.74,99.42,116.76,117.85,56.92,74.41,68.01,82.88888889
10/1/1977 0:00,106.94,122.26,84.52,90.83,59.81,70.89,106.13,78.22,64.73,87.14777778
11/1/1977 0:00,151.12,133.49,99.92,184.63,118.53,117.64,206.94,187.56,146.36,149.5766667
12/1/1977 0:00,267.8,254.95,259.74,281.42,219.93,265.2,289.23,201.75,225.79,251.7566667
1/1/1978 0:00,182.58,69.96,74.23,261.96,188.17,108.67,317.56,171.52,147.93,169.1755556
2/1/1978 0:00,266.92,274.37,274.82,253.42,293.2,325.56,333.06,290.97,356.54,296.54
3/1/1978 0:00,238.71,209.79,242.41,276.3,234.82,240.18,234.23,223.23,207.09,234.0844444
4/1/1978 0:00,104.01,107.71,90.7,161.37,180.62,137.14,152.73,198.71,177.92,145.6566667
5/1/1978 0:00,78.59,64.67,42.1,71.61,57.09,40.12,49.77,84.65,51.88,60.05333333
6/1/1978 0:00,10.32,4.84,7.61,21.16,14.55,14.23,36.33,37.95,23.33,18.92444444
7/1/1978 0:00,10.16,1.07,0.07,34.3,3.23,1.97,33.21,27.72,8.79,13.39111111
8/1/1978 0:00,0.02,0.15,0.08,0,0.02,0.05,0.16,0.46,0.01,0.105555556
9/1/1978 0:00,6.06,3.8,0.04,11.41,1.96,2.08,13.18,5.21,1.44,5.02
10/1/1978 0:00,133.09,127.03,90.84,112.01,101.6,94.12,127.68,73.94,101.58,106.8766667
11/1/1978 0:00,146.36,165.84,147.55,193.22,163.78,155.71,230.01,169.56,173.68,171.7455556
12/1/1978 0:00,240.79,192.49,199.87,258.74,159.85,216.32,277.12,164.59,248.54,217.59
1/1/1979 0:00,405.04,321.71,277.55,521.92,452.4,329.64,498.98,395.52,329.93,392.5211111
2/1/1979 0:00,304.6,277.66,265.17,323.02,321.39,262.21,333.96,258.95,251.75,288.7455556
3/1/1979 0:00,129.99,127.47,122.42,199.07,106.86,71.37,200.42,145.38,95.96,133.2155556
4/1/1979 0:00,142.07,103.99,79.14,98.44,94.19,71.42,134.75,101.88,91.1,101.8866667
5/1/1979 0:00,23.64,9.76,1.54,31.13,7.76,4.94,15.71,7.17,9.91,12.39555556
6/1/1979 0:00,0.73,5.39,0.88,0.02,0.12,0.16,0,0.03,0.04,0.818888889
7/1/1979 0:00,0.47,0.11,0.04,0,0.04,0.02,0,0.01,0.03,0.08
8/1/1979 0:00,11.39,0.73,2.57,13.83,1.95,0.08,13.43,3.57,0.2,5.305555556
9/1/1979 0:00,26.69,10.36,0.63,34.93,13.47,4.73,32.64,13.08,12.99,16.61333333
10/1/1979 0:00,138.81,76.86,85.11,123.37,151.32,134.35,158.3,153.62,146.34,129.7866667
11/1/1979 0:00,159.81,150.23,148.79,274.06,188.61,184.69,330.45,196.98,202.02,203.96
12/1/1979 0:00,187.87,170.34,256.14,277.45,185.86,228.81,259.71,200.67,175.19,215.7822222
1/1/1980 0:00,322.39,363.1,326.47,314.51,342.11,299.2,282.17,359.77,301.66,323.4866667
2/1/1980 0:00,443.77,516.68,428.11,435.97,399.52,465.1,470.75,404.64,386.45,438.9988889
3/1/1980 0:00,73.49,46.43,36.85,62.52,21.32,21.51,59.76,41.39,57.05,46.70222222
4/1/1980 0:00,101.17,29.5,38.86,143.03,42.48,20.51,141.3,43.1,20.43,64.48666667
5/1/1980 0:00,8.03,1,13.39,9.09,2.34,2.07,3.24,1.52,1.96,4.737777778
6/1/1980 0:00,0.29,0.23,0,1.64,0.09,0.02,0.16,0.09,0.08,0.288888889
7/1/1980 0:00,0.46,0.09,0.04,0,0.03,0.11,0,0.01,0.03,0.085555556
8/1/1980 0:00,0.06,0.01,0.08,0,0.35,0.27,0.16,0.46,0.01,0.155555556
9/1/1980 0:00,55.14,32.34,11.98,51.04,17.61,11.08,47.78,34.22,31.03,32.46888889
10/1/1980 0:00,42.56,44.32,33.3,28.55,70.62,12.37,26.35,45.42,31.63,37.23555556
11/1/1980 0:00,263.67,178.05,203.39,280.75,259.93,186.95,398.97,253.61,197.04,246.9288889
12/1/1980 0:00,273.03,237.42,272.18,385.35,263.6,268.63,398.13,253.74,230.11,286.91
1/1/1981 0:00,193.15,135.31,125.84,256.29,123.16,116.44,340.47,134.82,103.32,169.8666667
2/1/1981 0:00,50.32,30.88,35.53,44.79,15.9,22.29,30.34,25.05,18.19,30.36555556
3/1/1981 0:00,302.67,307.67,294.03,359.53,326.43,382.49,378.87,312.83,331.52,332.8933333
4/1/1981 0:00,87.87,94.25,62.22,102.25,95.05,61.84,77.71,67.65,53.76,78.06666667
5/1/1981 0:00,4.5,0.37,1.03,1.35,7.34,3.2,7.5,4.78,2.94,3.667777778
6/1/1981 0:00,28.25,5.46,0.93,21.5,7.07,5.96,43.1,16.42,9.31,15.33333333
7/1/1981 0:00,0.76,0.09,0.13,2.64,2.32,0.2,2.07,12.24,1.85,2.477777778
8/1/1981 0:00,0.59,3.15,2.04,2.98,4.08,3,10.14,12.76,4.67,4.823333333
9/1/1981 0:00,3.27,0.99,1.83,13.25,0.44,0.95,4.66,0.02,0.02,2.825555556
10/1/1981 0:00,120.31,81.04,48.95,201.57,137.75,58.26,220.78,160.18,86.72,123.9511111
11/1/1981 0:00,233.15,167.2,166.32,341.57,239.73,208.15,358.84,233.92,212.26,240.1266667
12/1/1981 0:00,134.33,106.62,108.1,141.37,59,74.94,162.31,89.9,90.37,107.4377778
1/1/1982 0:00,363.15,301.04,296.51,432.92,267.64,230.7,457.24,281.96,195.89,314.1166667
2/1/1982 0:00,130.85,91.87,82.57,89.69,61.41,62.75,88.34,101.49,101.85,90.09111111
3/1/1982 0:00,183.64,99.5,125.53,205.41,118.2,127.69,254.67,113.52,131.6,151.0844444
4/1/1982 0:00,74.41,86.09,64.71,61.16,77.71,89.99,70.54,73.44,74.2,74.69444444
5/1/1982 0:00,5.94,0.74,0.88,10.91,6.29,1.71,3.2,2.01,1.09,3.641111111
6/1/1982 0:00,0.03,0.26,0,0.02,0.09,0.02,0,0.05,0.21,0.075555556
7/1/1982 0:00,0.45,0.09,0.47,0,0.03,0.08,0.32,0.08,0.04,0.173333333
8/1/1982 0:00,3.34,1.06,0.64,7.15,0.27,0.5,3.51,4.54,3.73,2.748888889
9/1/1982 0:00,59.18,23.08,9.27,31.04,29.18,22.66,45.63,43.34,20.07,31.49444444
10/1/1982 0:00,87.38,58.89,39.79,87.45,74.97,27.8,92.04,48.52,35.08,61.32444444
11/1/1982 0:00,105.78,65.55,23.94,93.79,75.1,29.89,103.24,70.81,37.08,67.24222222
12/1/1982 0:00,202.51,113.92,128.01,188.5,136.04,101.72,171.99,90.41,91.95,136.1166667
1/1/1983 0:00,324.36,282.09,210.28,359.84,265.31,185.71,437.79,291.7,208.14,285.0244444
2/1/1983 0:00,186,150.68,131.95,277.31,143.03,167.98,259.57,172.87,175.69,185.0088889
3/1/1983 0:00,220.44,185.85,176.22,270.12,162.19,184.7,312.09,235.07,146.15,210.3144444
4/1/1983 0:00,14.91,21.89,39.61,18.86,23.51,52.97,12.46,15.65,25.18,25.00444444
5/1/1983 0:00,3.62,0.47,0.32,0,1.03,1.7,0.03,1.38,2.32,1.207777778
6/1/1983 0:00,0.02,0.19,0,0.02,0.09,0.08,0.02,0.13,0.22,0.085555556
7/1/1983 0:00,0.43,0.09,0.04,0,0.03,0,0,0.03,0.02,0.071111111
8/1/1983 0:00,0.88,0.02,0.18,2.87,0,0.03,0.37,0.44,0,0.532222222
9/1/1983 0:00,19.26,0.45,5.98,27.66,2.23,1.93,23.64,3.28,5.39,9.98
10/1/1983 0:00,64.52,67.01,24.32,67.6,56.83,24.81,78.36,60.87,55.78,55.56666667
11/1/1983 0:00,152.82,177.74,202.75,184.6,164.54,160.39,252.25,214.75,187.73,188.6188889
12/1/1983 0:00,256.97,179.7,148.23,308.52,191.77,156.06,364.77,262.01,184.97,228.1111111
1/1/1984 0:00,159.95,63.15,79.81,106.39,91.25,56.91,183.58,115.42,70.82,103.0311111
2/1/1984 0:00,141.39,90.3,74.08,192.34,101.75,49.06,141.91,85.96,47.05,102.6488889
3/1/1984 0:00,210.68,154.66,171.77,255.5,176.14,167.64,307.57,182.02,193.71,202.1877778
4/1/1984 0:00,129.62,135.09,86.36,118.46,115.09,83.25,113.25,68.79,58.09,100.8888889
5/1/1984 0:00,2.65,5.38,3.04,2.47,10.94,7.45,9.04,2.96,6.19,5.568888889
6/1/1984 0:00,0.33,0.23,0.16,0.02,0.25,0.71,0.21,0.14,0.08,0.236666667
7/1/1984 0:00,0.32,0.35,0.05,0.09,0.87,0.38,0,1.02,0.5,0.397777778
8/1/1984 0:00,13.41,13.98,1.96,21.78,30.8,6.34,11.68,15.65,34.67,16.69666667
9/1/1984 0:00,37.8,11.63,25.74,35.89,16.67,33.61,34.03,41.89,31.44,29.85555556
10/1/1984 0:00,130.83,96.83,66.77,123.07,104.39,75.34,127.77,154.22,128.04,111.9177778
11/1/1984 0:00,80.63,70.32,57.26,96.25,73,52.67,115.13,100.93,71.3,79.72111111
12/1/1984 0:00,147.88,74.4,100.8,176.6,75.8,81.01,191.8,88.86,83.64,113.4211111
1/1/1985 0:00,404.81,397.23,445.84,484.4,429.5,411.25,544.07,486.92,406.48,445.6111111
2/1/1985 0:00,160.79,111.42,128.64,202.05,108.95,92.28,192.7,82.71,80.23,128.8633333
3/1/1985 0:00,177.74,81.21,111.43,212.71,140.31,120.67,197.91,178.11,137.5,150.8433333
4/1/1985 0:00,139.74,94.71,112.33,229.87,62.21,59.63,207.32,88.08,44.02,115.3233333
5/1/1985 0:00,37.9,21.43,53.87,25.6,16.51,30.71,15.38,8.75,17.05,25.24444444
6/1/1985 0:00,0.57,2.98,5.87,0.37,3.55,2.27,0.03,0.39,1.76,1.976666667
7/1/1985 0:00,1.56,2.48,1.3,1.75,1.69,0.36,0.45,0.1,0.04,1.081111111
8/1/1985 0:00,2.41,1.9,0.14,0.76,1.66,0.19,0.01,0.01,0.13,0.801111111
9/1/1985 0:00,55.96,40.84,28.74,34.28,33,47.62,44,61.21,61.04,45.18777778
10/1/1985 0:00,192.88,70.75,139.46,212.92,108.61,108.9,224.94,105.81,120.95,142.8022222
11/1/1985 0:00,236.44,128.96,119.25,252.68,183.8,139.62,220.18,241.76,173.1,188.4211111
12/1/1985 0:00,358.68,366.97,383.38,401.15,394.41,369.06,471.04,375.52,335.34,383.95
1/1/1986 0:00,219.37,215.28,151.13,281.03,156.61,139.36,314.33,227.99,172.68,208.6422222
2/1/1986 0:00,154.8,109.77,104.86,152.25,92.23,125.09,174.86,92.5,93.55,122.2122222
3/1/1986 0:00,182.77,124.55,121.95,181.24,111.01,97.22,199.69,96.6,72.92,131.9944444
4/1/1986 0:00,158.75,104.15,107.75,137.64,72.48,80.71,145.78,76.07,86.52,107.7611111
5/1/1986 0:00,10.78,8.08,7.14,9.42,2.91,3.26,29.18,2.35,3.6,8.524444444
6/1/1986 0:00,0.26,0.17,0,0.04,0.14,0.08,0.02,0.01,0.28,0.111111111
7/1/1986 0:00,0.68,1.53,0.24,0.49,1.01,0.2,2.98,2.96,3.77,1.54
8/1/1986 0:00,1.78,0.02,3.96,9.54,11.22,6.93,5.58,19.64,20.97,8.848888889
9/1/1986 0:00,8.95,7.99,1.03,7.96,4.67,1.8,5.9,5.16,6.82,5.586666667
10/1/1986 0:00,147.22,118.26,84.96,174.94,119.12,140.51,147.1,143.08,126.39,133.5088889
11/1/1986 0:00,110.58,75.84,59.27,140.62,54.46,53.43,106.28,67.55,44.71,79.19333333
12/1/1986 0:00,176.05,128.8,113.18,287.9,181.81,135.35,286.49,212.41,151.62,185.9566667
1/1/1987 0:00,142.22,81.33,69.35,187.03,85.36,62.16,140.66,66.02,56.09,98.91333333
2/1/1987 0:00,130.43,70.75,35.37,199.09,54.16,13.15,162.33,75.13,36.81,86.35777778
3/1/1987 0:00,295.02,221.89,168.45,379.42,217.93,220.25,400.99,299.23,245.02,272.0222222
4/1/1987 0:00,108.89,69.79,91.18,106.76,109.4,85.2,139.16,136.51,108.74,106.1811111
5/1/1987 0:00,23.85,23.63,9.44,13.17,14.2,16.07,9.64,9.23,28.28,16.39
6/1/1987 0:00,0.05,0.15,0,0.04,0.14,0,0.02,0.01,0.32,0.081111111
7/1/1987 0:00,0.05,0.14,0.04,0.01,0.05,0.04,0,0.3,0.15,0.086666667
8/1/1987 0:00,0.94,0,0.09,2.19,0,0.04,0.73,0,0,0.443333333
9/1/1987 0:00,21.02,4.6,2.43,20.25,16.84,8.88,25.11,15.39,11.87,14.04333333
10/1/1987 0:00,61.1,33.02,30.23,85.46,48.54,19.16,62.82,40.45,42.7,47.05333333
11/1/1987 0:00,238.02,250.45,201.93,236.59,274.09,200.73,287.14,249.94,207.43,238.48
12/1/1987 0:00,189.17,118.04,127.72,428.43,182.25,130.32,577.03,296.03,206.25,250.5822222
1/1/1988 0:00,222.15,117.47,140.52,240.65,115.35,100.65,313.01,200.34,132.98,175.9022222
2/1/1988 0:00,215.79,202.77,194.62,349.59,173.5,135.11,437.08,182.77,135.46,225.1877778
3/1/1988 0:00,184.63,155.55,148.22,305.74,232.43,127.1,373.56,232,200.79,217.78
4/1/1988 0:00,117.99,77.29,49.84,165.28,74.09,66.23,153.42,102.48,84.02,98.96
5/1/1988 0:00,7.66,6.12,0.76,4.76,7.43,1.02,7.11,0.38,0.08,3.924444444
6/1/1988 0:00,3.08,0.69,0,0.3,0.58,0,2.44,0.25,0.25,0.843333333
7/1/1988 0:00,0.05,0.14,0.04,0.01,0.04,0.02,0.01,0.03,0.01,0.038888889
8/1/1988 0:00,0.06,0,0.08,0,0,0.04,0.22,0.17,2.05,0.291111111
9/1/1988 0:00,8.16,3.18,2.42,14.82,11.2,5.47,8.86,10.18,7.18,7.941111111
10/1/1988 0:00,100.53,70.51,45.36,87.74,103.12,66.09,135.87,97.4,101.28,89.76666667
11/1/1988 0:00,137.11,143.66,80.85,161.18,146.44,91.15,170.62,144.06,89.58,129.4055556
12/1/1988 0:00,242.5,244.44,239.03,223.35,274,220.92,386.48,361.85,281.64,274.9122222
1/1/1989 0:00,151.15,59.72,55.11,182.29,61.17,51.89,131.82,58.04,77.49,92.07555556
2/1/1989 0:00,174.21,124.05,126.99,215.99,152.37,137.87,213.99,185.8,124.73,161.7777778
3/1/1989 0:00,245.96,217.49,218.85,273.73,151.9,136.26,208.68,123.75,103.02,186.6266667
4/1/1989 0:00,154.81,110.34,82.74,115.99,76.18,52.05,85.2,39.5,44.6,84.60111111
5/1/1989 0:00,51.39,45.75,29.72,23.47,28.81,21.24,23.25,5.23,9.14,26.44444444
6/1/1989 0:00,10.14,3.64,4.85,13.01,11.1,3.58,10.38,11.44,9.39,8.614444444
7/1/1989 0:00,10.96,1.23,2.49,6.16,16.42,2.58,10.29,10.95,0.74,6.868888889
8/1/1989 0:00,1.17,0.46,1.09,0.21,2.02,1.04,1.58,0.75,1.17,1.054444444
9/1/1989 0:00,39.38,16.65,16.97,54.97,25.49,16.01,43.7,28.96,20.08,29.13444444
10/1/1989 0:00,74.84,46.83,27.72,143.72,51.63,30.22,153.6,50.32,39.7,68.73111111
11/1/1989 0:00,188.16,196.59,187.51,216.18,324.29,235.17,300.61,308.8,231.41,243.1911111
12/1/1989 0:00,554.6,389.78,390.72,525.31,513.54,447.02,591.69,566.98,472.37,494.6677778
1/1/1990 0:00,117.55,48.03,56.51,92.92,43.3,23.19,107.54,48.98,34.68,63.63333333
2/1/1990 0:00,272.09,208.92,134.47,252.36,257.79,145.3,208.82,224.7,184.07,209.8355556
3/1/1990 0:00,147.5,53.16,50.62,87.23,48,65.98,110.6,64.19,60.89,76.46333333
4/1/1990 0:00,45.65,53.51,27.43,34.71,34.89,32.42,31.59,10.33,20.8,32.37
5/1/1990 0:00,38.65,5.47,3.57,50.24,15.43,9.18,86.92,53.39,32.09,32.77111111
6/1/1990 0:00,2.23,1.86,0,1.42,2.75,0.31,0.06,0.29,0.73,1.072222222
7/1/1990 0:00,2.02,3.65,0.21,4.88,9.3,1.74,3.06,5,2.51,3.596666667
8/1/1990 0:00,6.39,0.33,0.09,15.93,4.34,1.21,25.91,14.65,3.8,8.072222222
9/1/1990 0:00,32.09,19,2.95,34.78,33.04,17.39,35.58,20.64,18.65,23.79111111
10/1/1990 0:00,75.81,67.81,53.48,66.08,69.76,54.17,80.72,55.61,92.83,68.47444444
11/1/1990 0:00,70.86,54.05,73.29,119.86,98.74,113.47,133.78,117.77,111.71,99.28111111
12/1/1990 0:00,229.47,100.41,132.9,232.61,131.48,88.33,172.15,148.72,117.29,150.3733333
1/1/1991 0:00,340.55,223.12,213.42,344.56,258.14,164.21,467.24,340.37,173.27,280.5422222
2/1/1991 0:00,111.36,49.77,152.13,187.83,71.31,84.08,239.34,87.5,76.94,117.8066667
3/1/1991 0:00,248.3,166.41,170.97,185.2,175.63,118.16,193.23,177.95,136.5,174.7055556
4/1/1991 0:00,107.28,91.18,75.82,49.44,63.85,57.76,92.59,84.02,65.4,76.37111111
5/1/1991 0:00,9.42,7.21,0.59,14.92,5.71,2.36,30.96,4.06,1.23,8.495555556
6/1/1991 0:00,0.01,0.1,0,0.01,0.1,0.28,0.16,0,0.38,0.115555556
7/1/1991 0:00,0.04,0.09,0.05,0,0.02,0.03,0.01,0.04,0.03,0.034444444
8/1/1991 0:00,0.04,0.14,0.05,0,0.04,0.05,0.34,0.07,0.42,0.127777778
9/1/1991 0:00,28.61,1.73,0.05,45.17,11.2,1.09,54.92,28.14,14.65,20.61777778
10/1/1991 0:00,71.62,7.39,2.41,40.7,25.35,10.02,29.57,13.99,27.19,25.36
11/1/1991 0:00,164.12,202.3,182.33,279.8,189.75,232.84,300.64,240.87,212.2,222.7611111
12/1/1991 0:00,157.95,122.79,118.09,199.37,155.9,157.72,231.35,156.57,156.03,161.7522222
1/1/1992 0:00,388.69,417.24,465.02,479.73,417.5,403.99,513.9,425.97,382.15,432.6877778
2/1/1992 0:00,319.12,145.26,161.33,450.06,226.09,167.94,493.01,298.43,257.34,279.8422222
3/1/1992 0:00,71.21,15.34,24.2,102.61,20.84,27.88,144.26,26.4,18.69,50.15888889
4/1/1992 0:00,94.03,73.43,35.12,91.59,65.05,34.82,137.17,60.76,46.63,70.95555556
5/1/1992 0:00,12.5,13.61,1.4,1.9,3.21,2.48,4.15,5.34,6.26,5.65
6/1/1992 0:00,0.48,0.31,0.52,2,0.08,0.24,0.98,0.01,0.21,0.536666667
7/1/1992 0:00,0,0,0.1,0.01,0.02,0.02,0.01,0.05,0.1,0.034444444
8/1/1992 0:00,0.18,0,0.22,0.91,0.02,0.22,5.59,1.65,0.64,1.047777778
9/1/1992 0:00,28.27,34.26,14.83,24.35,10.84,26.83,47.6,34.86,42.39,29.35888889
10/1/1992 0:00,85.86,72.17,53.3,98.22,87.24,70.54,216,108.32,80.25,96.87777778
11/1/1992 0:00,277.81,289.74,148.4,304.23,174.97,143.23,311.06,263.59,223.83,237.4288889
12/1/1992 0:00,374.99,260.89,247.06,492.23,237.26,208.6,461.08,329.12,291.84,322.5633333
1/1/1993 0:00,127.24,48.33,61.8,96.36,74.87,77.68,92.47,69.53,59.84,78.68
2/1/1993 0:00,254.34,229.76,139.91,259.98,177.85,142.15,387.72,191.15,139.24,213.5666667
3/1/1993 0:00,81.89,75.74,51.99,75.05,34.81,22.12,83.38,13.59,14.03,50.28888889
4/1/1993 0:00,93.32,87.39,61.95,93.88,59.79,48.87,117.5,83.04,64.55,78.92111111
5/1/1993 0:00,40.13,48.61,28.07,44.5,11.19,20.13,33.84,44.54,21.82,32.53666667
6/1/1993 0:00,0.02,0.33,0.65,0.01,0.68,1.3,0.9,1.97,0.27,0.681111111
7/1/1993 0:00,0.3,0.01,0.1,0.89,0.02,0.02,0.04,0.04,0.1,0.168888889
8/1/1993 0:00,6.31,0,0.35,1.42,0.26,0.38,3.23,5.54,1.32,2.09
9/1/1993 0:00,71.78,32.72,20.04,46.76,64.64,15.93,40.25,61.94,31.51,42.84111111
10/1/1993 0:00,54.41,41.86,63.18,75.88,65.76,90.16,69.46,45.41,52.9,62.11333333
11/1/1993 0:00,96.16,97.22,60.63,105.99,94.41,92.92,179.3,124.48,91.48,104.7322222
12/1/1993 0:00,209.24,165.95,97.04,166,151.86,95.25,267.97,199.39,146.7,166.6
1/1/1994 0:00,246.88,186.87,134.88,249.29,182.99,144.18,379.24,273.6,203.08,222.3344444
2/1/1994 0:00,225.44,152.4,191.43,261.4,161.97,142.09,287.5,142.18,99.3,184.8566667
3/1/1994 0:00,245.88,218.28,185.45,237.19,211.51,225.4,361.38,270.2,262.33,246.4022222
4/1/1994 0:00,164.08,53.32,74.87,149.22,54.56,73.33,114.42,127.25,96,100.7833333
5/1/1994 0:00,7.32,1.46,0.27,12.4,4.07,1.64,9.57,9.68,4.39,5.644444444
6/1/1994 0:00,4.97,0.4,4.35,17.65,1.32,19.5,12.81,8.48,19.87,9.927777778
7/1/1994 0:00,0.56,0,0.13,0.01,0.02,0.2,0.01,0.04,0.11,0.12
8/1/1994 0:00,0.04,0,0.11,0,0.01,0.22,0.22,0.01,0.59,0.133333333
9/1/1994 0:00,6.56,0.18,0.18,6,0.23,0.37,3.98,0.04,1.1,2.071111111
10/1/1994 0:00,61.3,34.95,17.87,22.22,39.81,22.37,56.03,39.87,19.95,34.93
11/1/1994 0:00,149.81,123.36,62.8,255.6,130.61,83.43,234.15,167.33,135.92,149.2233333
12/1/1994 0:00,154.61,144.6,80.89,214.48,118.38,88.65,200.93,150.68,99.8,139.2244444
1/1/1995 0:00,187.91,100.03,136.12,237.27,150.55,117.12,251.07,148.11,88.89,157.4522222
2/1/1995 0:00,191.94,95.33,104.18,286.91,135.18,107.23,308.65,231.34,229.29,187.7833333
3/1/1995 0:00,178.83,137.27,118.69,252.39,140.57,124.41,263.95,157.66,269.96,182.6366667
4/1/1995 0:00,155.13,106.66,68.65,303.86,57.71,74.1,283.57,100.58,81.93,136.91
5/1/1995 0:00,86.66,72.27,88.97,135.05,85.5,88.97,153.12,71.38,57.07,93.22111111
6/1/1995 0:00,0.02,0.33,0.7,0.02,0.52,1,3.73,8.78,0.26,1.706666667
7/1/1995 0:00,0,0,0.06,0.01,0.02,0.02,0.01,0.04,0.1,0.028888889
8/1/1995 0:00,0.04,0,0.14,0,0.01,0.22,0.22,0.01,0.6,0.137777778
9/1/1995 0:00,0.25,0.1,0.21,0.06,0.29,0.37,0.94,0.32,1.11,0.405555556
10/1/1995 0:00,95.61,51.88,58.31,99.19,74.37,66.44,98.61,118.65,112.37,86.15888889
11/1/1995 0:00,307.73,261.61,228.21,224.43,212.81,205.67,254.46,230.66,318.84,249.38
12/1/1995 0:00,216.05,188.56,212.71,287.29,274.39,243.56,268.26,248.35,381.05,257.8022222
1/1/1996 0:00,142.99,71.25,42.95,145.44,53.84,23.27,164.46,77.01,43.25,84.94
2/1/1996 0:00,145.44,59.49,108.75,120.25,106.43,100.92,120.08,58.58,94.61,101.6166667
3/1/1996 0:00,202.55,121.62,120.4,253.03,103.42,110.49,189.95,141.16,117.92,151.1711111
