,0,1,2,3,4,5,6,7,8,mean
lon,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-46.5,-45.5,-44.5,-45.5
lat,-10.5,-10.5,-10.5,-11.5,-11.5,-11.5,-12.5,-12.5,-12.5,-11.5
2/1/1952 0:00,208.9,178.01,194.82,233.07,184.53,174.41,229.79,191.23,132.25,191.89
3/1/1952 0:00,353.59,266.2,281.47,410.84,320.86,250.93,383.29,382.65,255.12,322.7722222
4/1/1952 0:00,122.34,105.53,42.22,167.4,90.26,48.25,281.57,173.04,83.66,123.8077778
5/1/1952 0:00,19,7.09,2.64,16.29,8.57,6.47,10.16,4.67,6.65,9.06
6/1/1952 0:00,2.04,1.38,0.68,3.46,0.65,0.34,2.34,1.32,0.4,1.401111111
7/1/1952 0:00,1.06,0,0.03,1.48,0.55,0.01,0.38,0.52,0.03,0.451111111
8/1/1952 0:00,1.93,0.71,0.7,1.95,1.05,0,0.49,0.82,1.16,0.978888889
9/1/1952 0:00,33.78,39.22,18.42,36.31,48.04,39,53.66,51.59,38.36,39.82
10/1/1952 0:00,54.94,20.28,51.74,56.11,26.17,48.72,35.63,12.97,35.7,38.02888889
11/1/1952 0:00,179.47,103.73,122.7,244.27,165.07,195.81,231.07,185.12,227.52,183.8622222
12/1/1952 0:00,339.06,273.55,281.9,373.97,350,290.32,374.5,355.95,324.99,329.36
1/1/1953 0:00,73.64,25.04,10.07,106.44,30.82,1.71,154.32,50.69,18.68,52.37888889
2/1/1953 0:00,220.71,206.38,195.36,216,155.71,138.72,178.83,135.75,128.83,175.1433333
3/1/1953 0:00,104.75,56.49,53.36,127.97,67.87,51.07,139.5,94.34,61.9,84.13888889
4/1/1953 0:00,116.63,111.69,34.43,102.39,80.29,50.71,65.19,98.76,70.08,81.13
5/1/1953 0:00,17.02,6.24,0.38,15.15,4.86,0.92,7.6,1.58,2.85,6.288888889
6/1/1953 0:00,2.04,1.38,0.71,3.43,0.57,0.45,2.31,0.75,0.31,1.327777778
7/1/1953 0:00,1.06,0,0.03,1.46,0.51,0,0.42,0.34,0.01,0.425555556
8/1/1953 0:00,1.93,0.72,0.7,1.95,1.05,0.01,0.49,0.8,1.16,0.978888889
9/1/1953 0:00,69.52,71.99,21.15,61.33,59.58,24.5,69.22,58.8,39.56,52.85
10/1/1953 0:00,107.97,97.69,54.67,124.54,115.83,41.23,179.53,104.85,57.17,98.16444444
11/1/1953 0:00,167.81,146.11,128.78,189.59,182.02,175.03,165.54,244.67,180.2,175.5277778
12/1/1953 0:00,271.96,208.47,192.86,294.53,232.47,217.03,295.13,312.02,255.09,253.2844444
1/1/1954 0:00,173.81,126.02,105.3,204.66,121.42,61.98,239.26,121.36,76.13,136.66
2/1/1954 0:00,181.2,155.19,200.19,252.26,192.95,194.56,344.61,184.27,163.11,207.5933333
3/1/1954 0:00,193.38,204.61,193.53,209.99,175.05,168.85,262.75,171.45,115.53,188.3488889
4/1/1954 0:00,143.15,139.67,107.29,125.1,88.08,73.48,83.45,53.6,66,97.75777778
5/1/1954 0:00,17.89,6.25,0.39,15.16,5.79,1.44,7.93,9.99,5.42,7.806666667
6/1/1954 0:00,2.04,1.38,0.71,3.43,0.69,0.54,2.31,0.9,1.86,1.54
7/1/1954 0:00,1.06,0,0.03,1.46,0.51,0,0.42,0.34,0.01,0.425555556
8/1/1954 0:00,1.93,0.72,0.7,1.95,1.05,0.01,0.49,0.8,1.16,0.978888889
9/1/1954 0:00,15.52,5.69,0.15,13.68,4.86,1.21,3.45,0.64,2.29,5.276666667
10/1/1954 0:00,78.31,53.03,29.64,65.44,51.86,18.43,25.76,10,21.74,39.35666667
11/1/1954 0:00,194.84,128.31,156.84,253.75,151.26,151.89,241.04,113.16,174.7,173.9766667
12/1/1954 0:00,127.66,101.83,133.45,153.46,126.5,101.52,186.18,139.99,98.38,129.8855556
1/1/1955 0:00,310.18,297.04,234.86,337.68,271.67,245.52,411.69,247.72,200.6,284.1066667
2/1/1955 0:00,118.92,77.6,46.86,142.13,74.55,56.16,153.12,66.44,78.2,90.44222222
3/1/1955 0:00,130.67,157.07,82.98,115.34,86.04,37.82,151.94,53.26,54.14,96.58444444
4/1/1955 0:00,166.08,207.99,73.2,155.87,123.52,84.46,209.91,100.43,109.92,136.82
5/1/1955 0:00,16.89,6.25,0.38,15.11,4.28,0.71,7.58,1.56,2.84,6.177777778
6/1/1955 0:00,2.04,1.38,0.71,3.43,0.57,0.45,2.31,0.75,0.31,1.327777778
7/1/1955 0:00,1.06,0,0.03,1.46,0.51,0,0.42,0.34,0.01,0.425555556
8/1/1955 0:00,1.93,0.72,0.7,1.96,1.05,0.01,0.49,0.8,1.16,0.98
9/1/1955 0:00,14.73,5.71,0.15,13.66,4.86,1.21,3.25,0.64,2.29,5.166666667
10/1/1955 0:00,149.74,125.51,119.27,168.14,128.21,106.35,215.1,167.91,124.65,144.9866667
11/1/1955 0:00,233.75,214.05,250.06,254.04,274.49,304.55,239.64,362.17,322.68,272.8255556
12/1/1955 0:00,197.34,133.11,122.89,292.79,185.11,108.09,436.59,340.21,182.7,222.0922222
1/1/1956 0:00,107.95,78.98,41.13,116.48,79.37,34.19,146.77,80.48,39.32,80.51888889
2/1/1956 0:00,257.73,264.76,232.84,301.18,206.17,215.74,422,198.52,199.9,255.4266667
3/1/1956 0:00,175.14,132.62,130.25,209.62,130,81.51,242.52,220.06,155.18,164.1
4/1/1956 0:00,109.43,121.34,71.73,106.38,98.81,64.71,147.79,75.87,67.97,96.00333333
5/1/1956 0:00,39.07,26.31,16.75,41.92,35.49,37.97,47.3,45.14,30.34,35.58777778
6/1/1956 0:00,2.04,1.5,0.72,3.47,0.61,2.62,2.35,1.22,0.62,1.683333333
7/1/1956 0:00,1.05,0,0.04,3.35,1.03,2.52,7.21,2.37,4.37,2.437777778
8/1/1956 0:00,1.99,2.15,5.21,2,1.51,2.89,0.53,1.9,2.17,2.261111111
9/1/1956 0:00,15.36,5.72,0.14,18.53,6.09,1.24,19.86,5.53,2.7,8.352222222
10/1/1956 0:00,76.64,62.34,76.32,84.5,70.53,43.53,115.44,93.14,66.69,76.57
11/1/1956 0:00,382,321.84,234.94,426.89,309.76,244.58,444.57,309.09,280.14,328.2011111
12/1/1956 0:00,306.11,285.03,288.39,255.33,257.62,242.52,75.41,227.88,215.1,239.2655556
1/1/1957 0:00,186.33,127.41,88.92,245.39,135.1,93.33,346.96,223.08,143.16,176.6311111
2/1/1957 0:00,287.31,175.67,154.43,344.21,159.41,131.8,324.98,185.38,193.26,217.3833333
3/1/1957 0:00,310.23,229.27,229.38,353.79,208.26,198.55,343.83,240.39,244.25,261.9944444
4/1/1957 0:00,154.92,131.85,86.04,169.77,96.11,61.76,186.45,109.49,68.75,118.3488889
5/1/1957 0:00,31.63,33.54,5.14,28.62,23.32,12.21,43.27,21.83,19.69,24.36111111
6/1/1957 0:00,2.04,1.39,0.7,3.47,0.66,0.55,2.35,1.32,0.42,1.433333333
7/1/1957 0:00,1.06,0,0.03,1.49,0.55,0.01,0.43,0.52,0.03,0.457777778
8/1/1957 0:00,1.93,0.72,0.7,1.99,1.08,0,0.49,1.05,1.24,1.022222222
9/1/1957 0:00,74.45,65.4,19.65,63.21,47.93,23.46,33.89,28.77,31.19,43.10555556
10/1/1957 0:00,103.09,99.19,58.79,89.33,92.08,55.99,72.35,69.94,99.14,82.21111111
11/1/1957 0:00,136.37,143.41,173.65,161.35,162.56,143.1,199.03,156.77,140.66,157.4333333
12/1/1957 0:00,120.74,103.88,156.01,140.29,123.42,153.11,173.61,162.44,161.53,143.8922222
1/1/1958 0:00,391.1,314.02,328.63,437.79,324.38,337.88,430.51,281.23,325.33,352.3188889
2/1/1958 0:00,159.76,114.11,155.4,209.68,128.21,135.35,272.33,157.27,124.93,161.8933333
3/1/1958 0:00,175.88,147.25,118.97,208.24,127.36,120.12,259.46,161.65,163.98,164.7677778
4/1/1958 0:00,65.09,48.53,13.77,144.27,42.48,14.88,329.9,84.27,42,87.24333333
5/1/1958 0:00,17.49,6.33,0.39,15.24,4.6,0.66,7.74,3.89,3.57,6.656666667
6/1/1958 0:00,2.02,1.39,0.69,3.51,1.18,0.52,2.35,1.35,0.4,1.49
7/1/1958 0:00,10.42,16.43,5.7,7.95,11.84,8.16,16.41,17.09,17.73,12.41444444
8/1/1958 0:00,1.93,0.72,0.7,1.99,1.08,0,0.49,1.05,1.24,1.022222222
9/1/1958 0:00,40.2,24.78,6.52,48.51,35.1,21.53,53.55,46.74,35.27,34.68888889
10/1/1958 0:00,180.55,163.7,83.44,161.72,153.64,98.01,124.85,88.51,87.98,126.9333333
11/1/1958 0:00,72.9,68.35,44.79,79.84,71.38,44.58,68.39,27.87,27.29,56.15444444
12/1/1958 0:00,307.3,263.81,313.61,342.85,326.39,361.01,369.65,355.6,315.09,328.3677778
1/1/1959 0:00,199.28,69.92,137.91,265.35,125.73,133.86,269.31,194.94,122.27,168.73
2/1/1959 0:00,129.25,64.14,108.8,152.4,70.05,106.72,114.27,46.33,52.55,93.83444444
3/1/1959 0:00,129.87,98.87,78.72,150.7,77.15,69.54,193.57,93.16,75.01,107.3988889
4/1/1959 0:00,58.23,44.25,13.31,51.33,14.9,8.54,22.06,4.86,12.49,25.55222222
5/1/1959 0:00,17.13,6.38,0.39,15.28,5.75,1.58,7.73,4.41,3.77,6.935555556
6/1/1959 0:00,3.31,1.45,0.83,4.71,0.57,2.48,2.49,0.72,0.27,1.87
7/1/1959 0:00,1.06,0,0.03,1.49,0.51,0.01,0.43,0.21,0,0.415555556
8/1/1959 0:00,1.93,0.72,0.7,1.98,1.01,0.09,0.47,0.45,0.77,0.902222222
9/1/1959 0:00,46.7,12.21,12.43,58.32,19.7,22.99,34.12,16.74,18.26,26.83
10/1/1959 0:00,73.31,49.21,60.09,73.03,54.02,50.07,66.48,62.6,63.79,61.4
11/1/1959 0:00,199.51,206.94,101.54,204.17,200.74,124.17,190.89,140.56,105.43,163.7722222
12/1/1959 0:00,156.53,125.37,162.5,185.04,99.89,121.56,184.89,150.76,158.95,149.4988889
1/1/1960 0:00,411.3,395.73,352.25,413.61,311.23,358.93,420.14,246.81,260.91,352.3233333
2/1/1960 0:00,176.7,107.71,86.35,221.32,119.59,99.65,249.74,154.69,111.36,147.4566667
3/1/1960 0:00,419.58,317.82,369.56,480.11,319.26,380.61,468.98,421.64,429.59,400.7944444
4/1/1960 0:00,71.47,54.41,26.02,61.35,30.15,16.87,19.77,15.36,21.31,35.19
5/1/1960 0:00,22.6,11.02,0.92,16.42,10.27,2.19,7.64,2.23,3.55,8.537777778
6/1/1960 0:00,1.98,1.53,0.72,3.53,1.6,0.75,2.33,0.8,0.17,1.49
7/1/1960 0:00,1,0,0.03,1.49,0.51,0.01,0.43,0.21,0,0.408888889
8/1/1960 0:00,1.97,0.72,0.69,1.98,1.01,0,0.47,0.45,0.78,0.896666667
9/1/1960 0:00,15.79,5.84,0.12,20.08,6.3,1.01,27.85,6.51,1.86,9.484444444
10/1/1960 0:00,70.52,19.89,15.36,79.29,30.52,7.31,51.09,21.05,17.76,34.75444444
11/1/1960 0:00,171.09,135.27,86.11,225.21,158.56,126.97,253.42,176.05,168.71,166.8211111
12/1/1960 0:00,288.36,105.09,178.38,413.6,168.95,175.8,443.73,305.13,210.91,254.4388889
1/1/1961 0:00,257.75,162.31,189.03,310.61,176.68,164.24,340.71,225.47,174.32,222.3466667
2/1/1961 0:00,153.33,114.05,96.82,175.13,94.45,82.14,199.14,89.24,78.81,120.3455556
3/1/1961 0:00,130.09,113.68,133.01,147.72,106.62,118.9,162.34,116.41,107.28,126.2277778
4/1/1961 0:00,102.55,92.77,31.05,79.29,54.67,41.56,13.58,22.65,45.74,53.76222222
5/1/1961 0:00,20.71,11.78,1.16,15.83,7.57,2.24,7.65,3.21,2.81,8.106666667
6/1/1961 0:00,2,1.41,0.69,3.5,1.6,0.74,2.38,2.66,1.12,1.788888889
7/1/1961 0:00,1.01,0,0.03,1.49,0.5,0.01,0.43,0.21,0,0.408888889
8/1/1961 0:00,1.91,0.71,0.7,1.98,1,0,0.47,0.45,0.77,0.887777778
9/1/1961 0:00,14.68,5.92,0.12,13.81,4.95,1.01,3.4,1.4,1.86,5.238888889
10/1/1961 0:00,69.63,35.96,18.45,70.45,35.78,11.45,44.19,16.03,16.94,35.43111111
11/1/1961 0:00,51.76,22.5,4.02,75.04,39.58,11.62,62.82,29.4,31.69,36.49222222
12/1/1961 0:00,212.27,210.92,190.41,204.74,234.96,154.08,215.8,180.06,141.66,193.8777778
1/1/1962 0:00,270.35,158.8,159.56,303.27,170.09,183.22,235.33,172.58,215.12,207.5911111
2/1/1962 0:00,145.08,145.27,91.39,153.59,125.49,59.94,209.27,110.97,78.39,124.3766667
3/1/1962 0:00,140.18,54.7,129.55,228.16,147.8,139.67,211.51,182.99,160.72,155.0311111
4/1/1962 0:00,164.84,165.66,74.14,120.95,69.01,46.23,138.83,66.73,63.69,101.12
5/1/1962 0:00,54.09,22.8,33.46,47.35,11.74,19.2,19.76,14.75,20.87,27.11333333
6/1/1962 0:00,2.07,1.53,0.79,3.04,0.11,0.44,2.28,0.74,0.65,1.294444444
7/1/1962 0:00,1.2,0.13,0.11,1.06,0.01,0,0.37,0.06,0,0.326666667
8/1/1962 0:00,1.6,0.5,0.65,1.33,0.25,0.05,0.46,0.38,0.77,0.665555556
9/1/1962 0:00,14.73,8.6,18.2,19.36,12.48,24.13,26.74,17,25.59,18.53666667
10/1/1962 0:00,86.75,38.72,37,110.96,42.13,45.72,146.68,57.52,41.23,67.41222222
11/1/1962 0:00,264.8,229.28,200.63,158.67,153.62,229.65,186.2,164.13,195.19,198.0188889
12/1/1962 0:00,318.25,240.75,244.76,346.61,158.28,250.06,334.14,179.68,254.84,258.5966667
1/1/1963 0:00,160.76,118.41,135,151.39,78.68,85.82,232.34,95.49,62.36,124.4722222
2/1/1963 0:00,288.45,181.07,216.14,299.76,157.66,171.25,265.27,137.44,111.58,203.18
3/1/1963 0:00,76.62,34.48,44.58,74.02,13.52,16.23,115.75,42.18,13.73,47.90111111
4/1/1963 0:00,106.81,71.55,88.89,112.56,72.43,142.12,22.24,59.72,101.16,86.38666667
5/1/1963 0:00,42.12,26.45,21.95,49.21,28.64,21.81,53.8,24.44,10.5,30.99111111
6/1/1963 0:00,1.41,0.01,0.13,3.1,0.14,0.44,2.28,0.73,0.15,0.932222222
7/1/1963 0:00,1.06,0.08,0.03,1.17,0.03,0,0.37,0.06,0,0.311111111
8/1/1963 0:00,1.36,0.1,0,1.32,0.07,0.01,0.46,0.38,0.77,0.496666667
9/1/1963 0:00,11.91,1.02,0.84,11.88,1.3,1.14,3.2,1.01,1.86,3.795555556
10/1/1963 0:00,58.49,25.18,19.68,45.1,26.44,13.32,18.06,14.3,28.73,27.7
11/1/1963 0:00,120.96,126.79,105.29,98.18,85.94,125.5,140.98,92.62,102.56,110.98
12/1/1963 0:00,359.42,278.21,253.29,353.12,304.36,309.73,171.41,364,335.19,303.1922222
1/1/1964 0:00,444.27,474.34,420.4,492.52,320.97,416.99,667.88,408.32,388.54,448.2477778
2/1/1964 0:00,229.4,194.14,201.67,279.12,156.68,274.11,272.09,145.15,244.98,221.9266667
3/1/1964 0:00,95.29,63.67,79.37,123.4,68.43,68.31,203.5,93.67,85.88,97.94666667
4/1/1964 0:00,83.86,62.43,63.16,94.4,36.99,29.77,111.24,57.82,36.53,64.02222222
5/1/1964 0:00,39,15.66,11.6,48.37,18.31,20.38,29.63,23.49,16.08,24.72444444
6/1/1964 0:00,2.33,3.97,1.5,3.56,0.68,0.6,2.32,0.8,0.18,1.771111111
7/1/1964 0:00,1.6,0.45,0.57,1.69,0.28,0.94,1.85,0.2,0.07,0.85
8/1/1964 0:00,1.44,0.52,0.09,1.32,0.06,0.04,0.45,0.51,1.43,0.651111111
9/1/1964 0:00,12.04,9.48,1.39,13.59,3.41,0.21,8.02,4.48,2.5,6.124444444
10/1/1964 0:00,123,63.57,63.01,125.08,59.5,64.16,146.03,92.1,65.31,89.08444444
11/1/1964 0:00,209.31,164.61,231.29,275.41,192.81,294.31,287.51,234.67,271.22,240.1266667
12/1/1964 0:00,151.49,104.11,77.46,191.09,95.82,107.58,168.17,146.08,166.55,134.2611111
1/1/1965 0:00,182.96,77.47,96.09,263.79,81.46,97.02,346.38,172.97,139.53,161.9633333
2/1/1965 0:00,155.12,110.14,111.59,179.33,61.52,121.63,163.69,118.15,144.93,129.5666667
3/1/1965 0:00,262.4,152.49,183.14,267.78,106.09,191.27,295.22,191.04,179.92,203.2611111
4/1/1965 0:00,126.81,108.14,151.53,116.17,88.75,127.54,85.62,97.18,133.7,115.0488889
5/1/1965 0:00,24.42,6.85,2.56,20.86,8.28,3.46,13.43,4.04,1.8,9.522222222
6/1/1965 0:00,2.72,0.66,0.87,6.28,0.89,2.86,5.37,6.78,3.66,3.343333333
7/1/1965 0:00,1.06,0.18,3.22,3.17,1.02,0.05,6.15,1.52,0.07,1.826666667
8/1/1965 0:00,1.38,0.11,0,1.73,1.06,0.06,0.46,0.6,0.07,0.607777778
9/1/1965 0:00,23.91,19.58,19.96,18.85,19.38,7.32,3.66,11.59,27.28,16.83666667
10/1/1965 0:00,141.44,123.81,124.21,156.93,132.99,93.11,177.04,179.36,123.03,139.1022222
11/1/1965 0:00,162.65,147.02,118.9,207.96,130.4,148.78,171.77,180.04,175.72,160.36
12/1/1965 0:00,122.38,74.86,82.98,181.49,117.33,66.49,242.65,140.33,79.07,123.0644444
1/1/1966 0:00,237.2,143.37,192.87,312.02,251.57,207.4,283.61,221.75,184.31,226.0111111
2/1/1966 0:00,250.66,259.4,273.06,367.29,271.57,359.6,290.02,404.8,375.8,316.9111111
3/1/1966 0:00,120.44,146.08,74.21,154.25,125.56,99.22,225.5,154.48,115.51,135.0277778
4/1/1966 0:00,138.26,147.09,153.32,172.9,143.32,146.03,222.85,253.6,190.63,174.2222222
5/1/1966 0:00,12.91,5.03,3.76,15.81,2.1,9.2,8.66,24.6,10.01,10.23111111
6/1/1966 0:00,2.52,0.42,0.64,3.69,0.93,0,2.32,0.99,0.33,1.315555556
7/1/1966 0:00,1.39,0.27,0.45,1.66,0.81,0.47,0.42,0.36,0.07,0.655555556
8/1/1966 0:00,0.35,0.02,0,1.53,0.8,0.06,0.48,0.6,0.07,0.434444444
9/1/1966 0:00,41.63,41.7,18.47,40.28,40.75,25.8,25.27,33.21,40.58,34.18777778
10/1/1966 0:00,72.28,50.29,51.45,94.93,47.2,32.38,110.9,99.72,68.2,69.70555556
11/1/1966 0:00,193.41,136.77,132.87,177.92,137.31,138.75,213.63,158.26,172.17,162.3433333
12/1/1966 0:00,251.92,166.83,168.03,309.11,208.21,197.68,300.37,251.89,208.85,229.21
1/1/1967 0:00,198.63,152.73,112.9,140.15,152.32,95.78,92.54,107.05,106.54,128.7377778
2/1/1967 0:00,249.47,195.76,193.53,248.56,155.78,131.83,238.41,115.72,116.99,182.8944444
3/1/1967 0:00,196.35,171.56,229.13,194.46,163.56,130.96,242.52,128.53,124.47,175.7266667
4/1/1967 0:00,189.55,205.62,206.52,149.32,159.39,174.37,103.4,156.14,183.03,169.7044444
5/1/1967 0:00,12.08,1.79,12.04,13.64,1.39,4.73,8.01,13.12,6.94,8.193333333
6/1/1967 0:00,0.78,0.08,1.22,4.05,0.7,2.36,4.82,1.59,0.24,1.76
7/1/1967 0:00,1.38,0.12,0.04,1.66,0.81,0.12,0.42,0.36,0.07,0.553333333
8/1/1967 0:00,0.39,0.32,0,1.53,0.8,0.06,0.48,0.6,0.4,0.508888889
9/1/1967 0:00,32.41,14.78,16.1,32.53,21.57,10.79,33.75,26.03,20.97,23.21444444
10/1/1967 0:00,49.68,13.08,33.72,62.36,25.87,22.08,70.98,24.96,20.02,35.86111111
11/1/1967 0:00,267.73,215.92,172,379.48,258.25,219.3,366.96,263.24,268.15,267.8922222
12/1/1967 0:00,268.25,263.54,265.07,231.45,296.73,291.61,290.4,306.05,293.08,278.4644444
1/1/1968 0:00,107.55,48.84,45.6,140.53,83.23,52.23,171.11,96.18,59.27,89.39333333
2/1/1968 0:00,281.85,200.56,258.37,344.12,233.02,246.4,432.59,388.04,303.64,298.7322222
3/1/1968 0:00,210.27,209.47,201.45,223.99,153.13,164.6,230.96,180.86,131.01,189.5266667
4/1/1968 0:00,99.28,68.65,59.9,77.92,31.6,30.33,85.38,45.51,41.87,60.04888889
5/1/1968 0:00,34.41,8.4,7.06,24.07,8.51,5.71,22.15,14.29,12.06,15.18444444
6/1/1968 0:00,0.31,0.01,0.04,2.14,0.59,0.05,2.1,0.99,0.09,0.702222222
7/1/1968 0:00,1.26,0.12,0.04,0.96,0.81,0.06,0.31,0.36,0.07,0.443333333
8/1/1968 0:00,1.35,2.38,0.4,5.93,1.33,0.84,10.04,7.07,3.05,3.598888889
9/1/1968 0:00,6.46,0.48,0.07,31.69,5.77,0.1,42.46,11.31,0.78,11.01333333
10/1/1968 0:00,90.69,60.22,43.93,101.63,89.75,87.07,85.17,96.95,87.13,82.50444444
11/1/1968 0:00,279.01,210.44,215.65,295,261.62,305.72,320.13,337.13,323.33,283.1144444
12/1/1968 0:00,237.2,126.87,115.13,351.9,168.96,99.09,416.67,247.96,149.34,212.5688889
1/1/1969 0:00,179.02,129.3,84.59,183.84,140.58,136.27,196.21,197.17,165.95,156.9922222
2/1/1969 0:00,170.76,136.94,119.21,204.03,139.99,192.52,219.16,224.59,188.46,177.2955556
3/1/1969 0:00,222.51,193.17,258.41,144.99,157.48,219.57,119.24,173.74,164.36,183.7188889
4/1/1969 0:00,47.21,50.42,15.59,62.62,19.27,28.76,61.73,45.69,43.93,41.69111111
5/1/1969 0:00,39.33,20.4,7.61,36.39,16.82,6.26,29.4,10.18,6.92,19.25666667
6/1/1969 0:00,9.52,0.93,0.01,2.96,1.17,0,0.91,0.83,0.1,1.825555556
7/1/1969 0:00,2.5,0.86,0.04,1.96,1.5,0.06,0.19,0.42,0.35,0.875555556
8/1/1969 0:00,0.46,0.26,0,15.45,2.36,0.06,21.13,12.55,10.74,7.001111111
9/1/1969 0:00,28.39,14.47,8.15,22.93,20.94,11.84,3.97,7.69,2.59,13.44111111
10/1/1969 0:00,101.05,42.22,45.55,92.72,40.81,33.93,85.12,39.38,30.54,56.81333333
11/1/1969 0:00,137.78,134.81,134.61,188.07,130.02,140.44,193.35,182.81,130.99,152.5422222
12/1/1969 0:00,285.27,251.84,240.83,441.27,342.96,288.51,473.92,405.67,352.27,342.5044444
1/1/1970 0:00,328.85,270.93,266.89,391.91,277.44,249.89,447.57,300.83,283.61,313.1022222
2/1/1970 0:00,132.39,86.42,81.42,200.04,81.95,65.65,225.9,121.48,62.89,117.5711111
3/1/1970 0:00,142.52,88.81,70.17,168.56,76.4,56.72,148.16,107.21,81.77,104.48
4/1/1970 0:00,89.88,52.8,22.99,120.15,42.38,34.51,146.53,80.81,67.44,73.05444444
5/1/1970 0:00,9.78,2.3,0.37,9.94,0.64,0.27,7.09,2.57,0.74,3.744444444
6/1/1970 0:00,0.3,0.01,0.01,1.93,0.59,0,0.91,0.92,0.52,0.576666667
7/1/1970 0:00,0.98,0.13,0.06,0.85,0.81,0.06,0.19,0.36,0.07,0.39
8/1/1970 0:00,0.08,0.04,0,0.12,0.81,0.06,0,0.38,0.07,0.173333333
9/1/1970 0:00,27.04,3.71,2.47,26.84,15.62,13.45,31.22,23.94,19.02,18.14555556
10/1/1970 0:00,119.9,113.5,97.46,116.36,95.36,92.79,130,107.29,127.01,111.0744444
11/1/1970 0:00,232.59,242.6,236.07,242.99,301.06,259.85,212.29,376.37,307.41,267.9144444
12/1/1970 0:00,109.77,54.64,58.86,108.13,77.4,96.89,116.57,121.6,119.3,95.90666667
1/1/1971 0:00,149.99,144.33,130.28,178.16,114.87,132,183.98,93.74,64.84,132.4655556
2/1/1971 0:00,163.67,143.23,124.15,169.05,88.24,82.64,227.64,86.8,92.57,130.8877778
3/1/1971 0:00,177.23,144.28,129.65,184.57,98.19,73.15,231.61,101.41,118.86,139.8833333
4/1/1971 0:00,173.57,146.57,145.99,249.78,183.26,179.93,272.93,192.1,151.5,188.4033333
5/1/1971 0:00,16.78,13.73,9.62,15.3,5.64,1.39,9.62,6.52,1.12,8.857777778
6/1/1971 0:00,5.62,3.72,11.67,5.95,6.28,5.76,1.64,2.35,4.06,5.227777778
7/1/1971 0:00,2.92,0.57,1.32,1.65,0.83,0.5,0.31,0.36,0.09,0.95
8/1/1971 0:00,2.63,1.21,2.96,1.53,0.9,3.01,0.07,2.22,0.89,1.713333333
9/1/1971 0:00,16.66,9.1,2.76,15.45,13.7,2.92,9.99,12.09,17.06,11.08111111
10/1/1971 0:00,83.43,70.87,84.6,72.07,103.11,100.52,87.99,166.06,133.73,100.2644444
11/1/1971 0:00,233.33,224.23,193.85,252.59,251.06,187.72,302.76,263.92,212.61,235.7855556
12/1/1971 0:00,167.82,106.97,139.02,242.41,107.51,103.38,267.62,134.62,139.63,156.5533333
1/1/1972 0:00,174.63,105.75,112.83,166.83,95.04,65.95,213.67,115.62,59.23,123.2833333
2/1/1972 0:00,193.2,173.32,158.76,209.99,166.19,138.99,273.08,153.38,120.92,176.4255556
3/1/1972 0:00,105.57,101.73,130.85,109.63,75,109.68,137.76,144.23,110.09,113.8377778
4/1/1972 0:00,111.16,117.2,114,154.97,115.26,104.18,60.62,115.23,132.04,113.8511111
5/1/1972 0:00,13.5,9.74,6.4,9.09,18.49,16.21,7.96,10.15,7.58,11.01333333
6/1/1972 0:00,1.35,0.12,2.85,6.84,3.89,0.38,1.79,2.83,0.37,2.268888889
7/1/1972 0:00,2.1,1.68,0.27,1.9,0.75,0.02,0.52,0.12,0.02,0.82
8/1/1972 0:00,6.58,0.8,6.01,0.5,0.78,2.73,15.11,0.62,1.94,3.896666667
9/1/1972 0:00,26.48,12.15,2.72,24.41,13.91,8.21,19.78,4.38,13.4,13.93777778
10/1/1972 0:00,107.45,81.34,38.71,98.48,75.57,42.75,190.38,103.98,68.36,89.66888889
11/1/1972 0:00,171.28,161.11,186.26,151.63,153.3,175.71,147.91,145.2,144.16,159.6177778
12/1/1972 0:00,292.76,255.96,170.36,288.12,264.85,255.55,402.28,409.75,302.32,293.55
1/1/1973 0:00,156.48,70.1,84.76,177.77,72.83,83.63,181.31,67.75,69.85,107.1644444
2/1/1973 0:00,180.57,146,119.03,263.36,88.67,79.57,292.34,93.45,104.83,151.98
3/1/1973 0:00,238.51,182.34,193.62,333.41,178.35,175.41,301.4,248.27,237.3,232.0677778
4/1/1973 0:00,107.54,140.69,77.72,109.73,48.62,42.72,75.59,24.24,22.98,72.20333333
5/1/1973 0:00,55.16,34.98,40.32,29.59,56.83,54.9,9.08,31.47,34.96,38.58777778
6/1/1973 0:00,2.18,0.51,0.47,4.8,2.69,1.2,28.38,3,0.74,4.885555556
7/1/1973 0:00,0.44,1.21,0.45,0.47,0.72,0.02,0.1,0.08,0.08,0.396666667
8/1/1973 0:00,6.1,4.61,2.14,6.09,6.87,0.54,0.19,1.37,0.56,3.163333333
9/1/1973 0:00,20.9,21.37,16.31,22.58,16.85,10.99,6.57,24.03,40.47,20.00777778
10/1/1973 0:00,255.1,171.42,132.75,354.82,193.36,133.07,277.97,223.77,196.85,215.4566667
11/1/1973 0:00,178.74,122.63,115.82,206.07,125.6,113.18,257.94,148.67,144.67,157.0355556
12/1/1973 0:00,178.82,111.35,140.05,260.76,115.84,91.9,231.79,122.36,120.62,152.61
1/1/1974 0:00,260.96,134.49,198.14,283.79,164.01,173,314.38,195.46,176.42,211.1833333
2/1/1974 0:00,232.68,181.24,177.97,258.73,181.2,178.94,252.27,167.66,143.62,197.1455556
