;Er (m)
2006-01-01 00:00:00;-0.003734031
2006-02-01 00:00:00;-0.0035543765
2006-03-01 00:00:00;-0.0034315577
2006-04-01 00:00:00;-0.0033420126
2006-05-01 00:00:00;-0.0029808895
2006-06-01 00:00:00;-0.0017565329
2006-07-01 00:00:00;-0.0012365036
2006-08-01 00:00:00;-0.0011019527
2006-09-01 00:00:00;-0.0012310169
2006-10-01 00:00:00;-0.0021347748
2006-11-01 00:00:00;-0.0037358734
2006-12-01 00:00:00;-0.0039354237
2007-01-01 00:00:00;-0.0040153856
2007-02-01 00:00:00;-0.0034663193
2007-03-01 00:00:00;-0.0039627813
2007-04-01 00:00:00;-0.0029825638
2007-05-01 00:00:00;-0.0017665996
2007-06-01 00:00:00;-0.00093134976
2007-07-01 00:00:00;-0.00073723483
2007-08-01 00:00:00;-0.0006394175
2007-09-01 00:00:00;-0.000652781
2007-10-01 00:00:00;-0.00082696864
2007-11-01 00:00:00;-0.0014990985
2007-12-01 00:00:00;-0.0039847433
2008-01-01 00:00:00;-0.0036373008
2008-02-01 00:00:00;-0.00381952
2008-03-01 00:00:00;-0.0036633129
2008-04-01 00:00:00;-0.0034654543
2008-05-01 00:00:00;-0.0024956726
2008-06-01 00:00:00;-0.0013004972
2008-07-01 00:00:00;-0.0009975318
2008-08-01 00:00:00;-0.00086467975
2008-09-01 00:00:00;-0.0010293083
2008-10-01 00:00:00;-0.0008968356
2008-11-01 00:00:00;-0.0021983825
2008-12-01 00:00:00;-0.0036962861
2009-01-01 00:00:00;-0.0040453374
2009-02-01 00:00:00;-0.0041618724
2009-03-01 00:00:00;-0.0036684063
2009-04-01 00:00:00;-0.0031054865
2009-05-01 00:00:00;-0.0028765267
2009-06-01 00:00:00;-0.0022875962
2009-07-01 00:00:00;-0.0013968649
2009-08-01 00:00:00;-0.0011218679
2009-09-01 00:00:00;-0.0011167412
2009-10-01 00:00:00;-0.002379371
2009-11-01 00:00:00;-0.0034747964
2009-12-01 00:00:00;-0.003364512
2010-01-01 00:00:00;-0.004108417
2010-02-01 00:00:00;-0.0036514672
2010-03-01 00:00:00;-0.0039077685
2010-04-01 00:00:00;-0.003505117
2010-05-01 00:00:00;-0.00206855
2010-06-01 00:00:00;-0.0011883971
2010-07-01 00:00:00;-0.00084613037
2010-08-01 00:00:00;-0.00078249647
2010-09-01 00:00:00;-0.00073348376
2010-10-01 00:00:00;-0.0015598513
2010-11-01 00:00:00;-0.003286978
2010-12-01 00:00:00;-0.0035701739
2011-01-01 00:00:00;-0.003843404
2011-02-01 00:00:00;-0.0037395314
2011-03-01 00:00:00;-0.0036620416
2011-04-01 00:00:00;-0.003626388
2011-05-01 00:00:00;-0.0021128799
2011-06-01 00:00:00;-0.0012694505
2011-07-01 00:00:00;-0.00093024416
2011-08-01 00:00:00;-0.00086331513
2011-09-01 00:00:00;-0.0008036278
2011-10-01 00:00:00;-0.0022734355
2011-11-01 00:00:00;-0.0032781474
2011-12-01 00:00:00;-0.0037550796
2012-01-01 00:00:00;-0.0037468772
2012-02-01 00:00:00;-0.0036473381
2012-03-01 00:00:00;-0.0030459804
2012-04-01 00:00:00;-0.001983965
2012-05-01 00:00:00;-0.0014355036
2012-06-01 00:00:00;-0.00080645626
2012-07-01 00:00:00;-0.00058382726
2012-08-01 00:00:00;-0.0004999861
2012-09-01 00:00:00;-0.00054872106
2012-10-01 00:00:00;-0.0007704888
2012-11-01 00:00:00;-0.0030198798
2012-12-01 00:00:00;-0.0040018028
2013-01-01 00:00:00;-0.003224947
2013-02-01 00:00:00;-0.0038606636
2013-03-01 00:00:00;-0.0030746018
2013-04-01 00:00:00;-0.0034566512
2013-05-01 00:00:00;-0.0021051434
2013-06-01 00:00:00;-0.0012117178
2013-07-01 00:00:00;-0.0008170275
2013-08-01 00:00:00;-0.0006879907
2013-09-01 00:00:00;-0.0006378662
2013-10-01 00:00:00;-0.0017238673
2013-11-01 00:00:00;-0.0024504415
2013-12-01 00:00:00;-0.003330331
2014-01-01 00:00:00;-0.0040304065
2014-02-01 00:00:00;-0.003145221
2014-03-01 00:00:00;-0.0038142106
2014-04-01 00:00:00;-0.0035917668
2014-05-01 00:00:00;-0.002403119
2014-06-01 00:00:00;-0.0012022818
2014-07-01 00:00:00;-0.0008607285
2014-08-01 00:00:00;-0.00080653914
2014-09-01 00:00:00;-0.0008825031
2014-10-01 00:00:00;-0.0010726263
2014-11-01 00:00:00;-0.0028335983
2014-12-01 00:00:00;-0.0033902992
2015-01-01 00:00:00;-0.003185121
2015-02-01 00:00:00;-0.0037191033
2015-03-01 00:00:00;-0.003504569
2015-04-01 00:00:00;-0.0030953262
2015-05-01 00:00:00;-0.0026117936
2015-06-01 00:00:00;-0.0011957327
2015-07-01 00:00:00;-0.0008461682
2015-08-01 00:00:00;-0.0007033794
2015-09-01 00:00:00;-0.0006733216
2015-10-01 00:00:00;-0.0010498035
2015-11-01 00:00:00;-0.0021398573
2015-12-01 00:00:00;-0.0025867533
2016-01-01 00:00:00;-0.0028829952
2016-02-01 00:00:00;-0.004440897
2016-03-01 00:00:00;-0.0031888175
2016-04-01 00:00:00;-0.0018838216
2016-05-01 00:00:00;-0.0009888833
2016-06-01 00:00:00;-0.00072624005
2016-07-01 00:00:00;-0.00054377044
2016-08-01 00:00:00;-0.00052714464
2016-09-01 00:00:00;-0.00091239926
2016-10-01 00:00:00;-0.0021682065
2016-11-01 00:00:00;-0.0026721184
2016-12-01 00:00:00;-0.0035849991
2017-01-01 00:00:00;-0.003056103
2017-02-01 00:00:00;-0.003397598
2017-03-01 00:00:00;-0.0037097076
2017-04-01 00:00:00;-0.0033235096
2017-05-01 00:00:00;-0.0017357753
2017-06-01 00:00:00;-0.0009662509
2017-07-01 00:00:00;-0.00065592426
2017-08-01 00:00:00;-0.0006514026
2017-09-01 00:00:00;-0.0005379257
2017-10-01 00:00:00;-0.00059163873
2017-11-01 00:00:00;-0.0032855007
2017-12-01 00:00:00;-0.0034043337
2018-01-01 00:00:00;-0.0035196159
2018-02-01 00:00:00;-0.0036941501
2018-03-01 00:00:00;-0.0037932938
2018-04-01 00:00:00;-0.003469594
2018-05-01 00:00:00;-0.001854695
2018-06-01 00:00:00;-0.0010576338
2018-07-01 00:00:00;-0.0008068526
2018-08-01 00:00:00;-0.0008504825
2018-09-01 00:00:00;-0.00069135206
2018-10-01 00:00:00;-0.0019287384
2018-11-01 00:00:00;-0.0032518285
2018-12-01 00:00:00;-0.0035368735
2019-01-01 00:00:00;-0.003253679
2019-02-01 00:00:00;-0.003468708
2019-03-01 00:00:00;-0.0035794827
2019-04-01 00:00:00;-0.0034855618
2019-05-01 00:00:00;-0.0024071394
2019-06-01 00:00:00;-0.0012784224
2019-07-01 00:00:00;-0.0008012088
2019-08-01 00:00:00;-0.0006439044
2019-09-01 00:00:00;-0.000634692
2019-10-01 00:00:00;-0.0015094993
2019-11-01 00:00:00;-0.0020909007
2019-12-01 00:00:00;-0.002574655
2020-01-01 00:00:00;-0.0034917013
2020-02-01 00:00:00;-0.003954654
2020-03-01 00:00:00;-0.003449031
2020-04-01 00:00:00;-0.0036391264
2020-05-01 00:00:00;-0.0026892638
2020-06-01 00:00:00;-0.0016009331
2020-07-01 00:00:00;-0.0010954072
2020-08-01 00:00:00;-0.0009805604
2020-09-01 00:00:00;-0.00094386644
2020-10-01 00:00:00;-0.0015722575
2020-11-01 00:00:00;-0.0036374645
2020-12-01 00:00:00;-0.0035391452
2021-01-01 00:00:00;-0.0034177848
2021-02-01 00:00:00;-0.0032898067
2021-03-01 00:00:00;-0.0037302864
2021-04-01 00:00:00;-0.0027779052
2021-05-01 00:00:00;-0.0019354519
2021-06-01 00:00:00;-0.00092819514
2021-07-01 00:00:00;-0.00067829154
2021-08-01 00:00:00;-0.0005845574
2021-09-01 00:00:00;-0.00063499087
2021-10-01 00:00:00;-0.0015593211
2021-11-01 00:00:00;-0.0032800285
2021-12-01 00:00:00;-0.003145236
2022-01-01 00:00:00;-0.0038549567
2022-02-01 00:00:00;-0.0040651457
2022-03-01 00:00:00;-0.003882406
2022-04-01 00:00:00;-0.0030191669
2022-05-01 00:00:00;-0.001834812
2022-06-01 00:00:00;-0.0010647969
2022-07-01 00:00:00;-0.00080395624
2022-08-01 00:00:00;-0.0007745069
2022-09-01 00:00:00;-0.0004624392
2022-10-01 00:00:00;-0.00052418053
2022-11-01 00:00:00;-0.0012760764
2022-12-01 00:00:00;-0.0014183967
